# File: L123.LC_bm2_R_MgdFor_Yh_GLU_beforeadjust.csv
# Title: Initialization of harvested area (ha) by country/GLU/crop
# Units: thousand km2
# Author: XZ
# Description: This file was output from the module_aglu_LB123.LC_R_MgdPastFor_Yh_GLU, before the scaling of managed forest
# Column types: iccin 
# ----------
GCAM_region_ID,Land_Type,GLU,year,MgdFor
1,Forest,GLU007,1700,0.662245304
1,Forest,GLU007,1750,2.720811724
1,Forest,GLU007,1800,4.779378145
1,Forest,GLU007,1850,13.1752953
1,Forest,GLU007,1900,42.34498883
1,Forest,GLU007,1950,84.57757266
1,Forest,GLU023,1700,0.069222985
1,Forest,GLU023,1750,0.284400219
1,Forest,GLU023,1800,0.499577453
1,Forest,GLU023,1850,1.377183446
1,Forest,GLU023,1900,4.426224713
1,Forest,GLU023,1950,8.840699989
1,Forest,GLU027,1700,3.97E-04
1,Forest,GLU027,1750,0.001632174
1,Forest,GLU027,1800,0.002867077
1,Forest,GLU027,1850,0.007903662
1,Forest,GLU027,1900,0.025402124
1,Forest,GLU027,1950,0.050736817
1,Forest,GLU096,1700,1.15E-04
1,Forest,GLU096,1750,4.73E-04
1,Forest,GLU096,1800,8.31E-04
1,Forest,GLU096,1850,0.002291289
1,Forest,GLU096,1900,0.007364131
1,Forest,GLU096,1950,0.014708714
1,Forest,GLU101,1700,0.003803442
1,Forest,GLU101,1750,0.015626307
1,Forest,GLU101,1800,0.027449172
1,Forest,GLU101,1850,0.075669038
1,Forest,GLU101,1900,0.243197932
1,Forest,GLU101,1950,0.485750294
1,Forest,GLU217,1700,0.254119038
1,Forest,GLU217,1750,1.044039203
1,Forest,GLU217,1800,1.833959367
1,Forest,GLU217,1850,5.055669482
1,Forest,GLU217,1900,16.24876429
1,Forest,GLU217,1950,32.45439615
1,Forest,GLU218,1700,0.104263261
1,Forest,GLU218,1750,0.428361969
1,Forest,GLU218,1800,0.752460677
1,Forest,GLU218,1850,2.074305762
1,Forest,GLU218,1900,6.666754127
1,Forest,GLU218,1950,13.31581132
1,Forest,GLU219,1700,0.244619236
1,Forest,GLU219,1750,1.005009596
1,Forest,GLU219,1800,1.765399955
1,Forest,GLU219,1850,4.866671987
1,Forest,GLU219,1900,15.64133223
1,Forest,GLU219,1950,31.24114445
1,Forest,GLU220,1700,0.136905394
1,Forest,GLU220,1750,0.562471033
1,Forest,GLU220,1800,0.988036672
1,Forest,GLU220,1850,2.723717297
1,Forest,GLU220,1900,8.753942579
1,Forest,GLU220,1950,17.48464777
1,Forest,GLU221,1700,0.062489736
1,Forest,GLU221,1750,0.256736901
1,Forest,GLU221,1800,0.450984065
1,Forest,GLU221,1850,1.243226222
1,Forest,GLU221,1900,3.995690364
1,Forest,GLU221,1950,7.980774146
1,Forest,GLU222,1700,0.039235888
1,Forest,GLU222,1750,0.161199277
1,Forest,GLU222,1800,0.283162666
1,Forest,GLU222,1850,0.780593549
1,Forest,GLU222,1900,2.508803359
1,Forest,GLU222,1950,5.010947085
1,Forest,GLU223,1700,0.177444814
1,Forest,GLU223,1750,0.729025826
1,Forest,GLU223,1800,1.280606838
1,Forest,GLU223,1850,3.530244467
1,Forest,GLU223,1900,11.34609579
1,Forest,GLU223,1950,22.66207331
1,Forest,GLU224,1700,0.189586672
1,Forest,GLU224,1750,0.778910229
1,Forest,GLU224,1800,1.368233785
1,Forest,GLU224,1850,3.771805371
1,Forest,GLU224,1900,12.12246501
1,Forest,GLU224,1950,24.21275088
1,Forest,GLU225,1700,0.105060028
1,Forest,GLU225,1750,0.431635458
1,Forest,GLU225,1800,0.758210889
1,Forest,GLU225,1850,2.090157349
1,Forest,GLU225,1900,6.717700637
1,Forest,GLU225,1950,13.4175691
1,Forest,GLU226,1700,0.887032836
1,Forest,GLU226,1750,3.644343459
1,Forest,GLU226,1800,6.401654081
1,Forest,GLU226,1850,17.64741779
1,Forest,GLU226,1900,56.71825128
1,Forest,GLU226,1950,113.2859437
1,Forest,GLU227,1700,0.326630041
1,Forest,GLU227,1750,1.341948128
1,Forest,GLU227,1800,2.357266216
1,Forest,GLU227,1850,6.498267671
1,Forest,GLU227,1900,20.88522995
1,Forest,GLU227,1950,41.71501994
1,Forest,GLU228,1700,0.330212146
1,Forest,GLU228,1750,1.35666508
1,Forest,GLU228,1800,2.383118014
1,Forest,GLU228,1850,6.569533235
1,Forest,GLU228,1900,21.11427525
1,Forest,GLU228,1950,42.17250254
1,Forest,GLU229,1700,0.701520037
1,Forest,GLU229,1750,2.882170596
1,Forest,GLU229,1800,5.062821155
1,Forest,GLU229,1850,13.95666167
1,Forest,GLU229,1900,44.85627602
1,Forest,GLU229,1950,89.59348082
1,Forest,GLU230,1700,0.1159506
1,Forest,GLU230,1750,0.476378996
1,Forest,GLU230,1800,0.836807392
1,Forest,GLU230,1850,2.306824061
1,Forest,GLU230,1900,7.414060702
1,Forest,GLU230,1950,14.80844074
1,Forest,GLU231,1700,0.050193247
1,Forest,GLU231,1750,0.206217204
1,Forest,GLU231,1800,0.362241161
1,Forest,GLU231,1850,0.998588964
1,Forest,GLU231,1900,3.209433836
1,Forest,GLU231,1950,6.410348213
1,Forest,GLU232,1700,0.262327123
1,Forest,GLU232,1750,1.077761834
1,Forest,GLU232,1800,1.893196544
1,Forest,GLU232,1850,5.218968405
1,Forest,GLU232,1900,16.77360194
1,Forest,GLU232,1950,33.50267827
1,Forest,GLU233,1700,0.306712588
1,Forest,GLU233,1750,1.260117965
1,Forest,GLU233,1800,2.213523342
1,Forest,GLU233,1850,6.102012187
1,Forest,GLU233,1900,19.61167716
1,Forest,GLU233,1950,39.17129502
2,Forest,GLU087,1700,4.949606384
2,Forest,GLU087,1750,5.430099609
2,Forest,GLU087,1800,5.910592833
2,Forest,GLU087,1850,7.549389097
2,Forest,GLU087,1900,12.68087229
2,Forest,GLU087,1950,24.23976782
2,Forest,GLU100,1700,0.02393868
2,Forest,GLU100,1750,0.026262577
2,Forest,GLU100,1800,0.028586474
2,Forest,GLU100,1850,0.036512482
2,Forest,GLU100,1900,0.061330806
2,Forest,GLU100,1950,0.117235192
2,Forest,GLU170,1700,1.122964951
2,Forest,GLU170,1750,1.231979085
2,Forest,GLU170,1800,1.340993218
2,Forest,GLU170,1850,1.712802737
2,Forest,GLU170,1900,2.877031834
2,Forest,GLU170,1950,5.499509976
2,Forest,GLU171,1700,0.756789217
2,Forest,GLU171,1750,0.830256087
2,Forest,GLU171,1800,0.903722958
2,Forest,GLU171,1850,1.154293052
2,Forest,GLU171,1900,1.938891027
2,Forest,GLU171,1950,3.706233077
2,Forest,GLU177,1700,14.17019674
2,Forest,GLU177,1750,15.54579775
2,Forest,GLU177,1800,16.92139875
2,Forest,GLU177,1850,21.61309819
2,Forest,GLU177,1900,36.30398889
2,Forest,GLU177,1950,69.39587762
2,Forest,GLU179,1700,1.834189282
2,Forest,GLU179,1750,2.012246981
2,Forest,GLU179,1800,2.19030468
2,Forest,GLU179,1850,2.797597929
2,Forest,GLU179,1900,4.699185802
2,Forest,GLU179,1950,8.982597582
2,Forest,GLU183,1700,0.111266982
2,Forest,GLU183,1750,0.122068453
2,Forest,GLU183,1800,0.132869925
2,Forest,GLU183,1850,0.169710009
2,Forest,GLU183,1900,0.285065575
2,Forest,GLU183,1950,0.544909151
3,Forest,GLU080,1700,0.657040284
3,Forest,GLU080,1750,0.706748532
3,Forest,GLU080,1800,0.65178
3,Forest,GLU080,1850,0.63063
3,Forest,GLU080,1900,0.51096
3,Forest,GLU080,1950,0.40933
3,Forest,GLU086,1700,11.27089
3,Forest,GLU086,1750,10.92455
3,Forest,GLU086,1800,10.82166
3,Forest,GLU086,1850,9.98441
3,Forest,GLU086,1900,8.46811
3,Forest,GLU086,1950,6.91984
3,Forest,GLU087,1700,0.07428
3,Forest,GLU087,1750,0.07424
3,Forest,GLU087,1800,0.07439
3,Forest,GLU087,1850,0.07253
3,Forest,GLU087,1900,0.12375
3,Forest,GLU087,1950,0.10108
3,Forest,GLU144,1700,0
3,Forest,GLU144,1750,0
3,Forest,GLU144,1800,0
3,Forest,GLU144,1850,0
3,Forest,GLU144,1900,0
3,Forest,GLU144,1950,0
4,Forest,GLU087,1700,0.131050906
4,Forest,GLU087,1750,0.144763443
4,Forest,GLU087,1800,0.15847598
4,Forest,GLU087,1850,0.108477444
4,Forest,GLU087,1900,0.204227597
4,Forest,GLU087,1950,0.744672422
4,Forest,GLU162,1700,0.054614228
4,Forest,GLU162,1750,0.060328798
4,Forest,GLU162,1800,0.066043369
4,Forest,GLU162,1850,0.045206951
4,Forest,GLU162,1900,0.085109923
4,Forest,GLU162,1950,0.310335202
4,Forest,GLU171,1700,1.815714644
4,Forest,GLU171,1750,2.005702299
4,Forest,GLU171,1800,2.195689953
4,Forest,GLU171,1850,1.502958581
4,Forest,GLU171,1900,2.829580125
4,Forest,GLU171,1950,10.3174611
4,Forest,GLU179,1700,0.210529384
4,Forest,GLU179,1750,0.232558167
4,Forest,GLU179,1800,0.25458695
4,Forest,GLU179,1850,0.174265789
4,Forest,GLU179,1900,0.328085563
4,Forest,GLU179,1950,1.196294109
4,Forest,GLU182,1700,1.81893469
4,Forest,GLU182,1750,2.009259275
4,Forest,GLU182,1800,2.19958386
4,Forest,GLU182,1850,1.505623976
4,Forest,GLU182,1900,2.834598192
4,Forest,GLU182,1950,10.33575842
4,Forest,GLU183,1700,3.742943906
4,Forest,GLU183,1750,4.134587569
4,Forest,GLU183,1800,4.526231232
4,Forest,GLU183,1850,3.098223435
4,Forest,GLU183,1900,5.832942813
4,Forest,GLU183,1950,21.2685833
4,Forest,GLU188,1700,3.56089883
4,Forest,GLU188,1750,3.933494171
4,Forest,GLU188,1800,4.306089512
4,Forest,GLU188,1850,2.947535545
4,Forest,GLU188,1900,5.549246732
4,Forest,GLU188,1950,20.23414598
4,Forest,GLU190,1700,0.290461803
4,Forest,GLU190,1750,0.320854331
4,Forest,GLU190,1800,0.351246858
4,Forest,GLU190,1850,0.240429883
4,Forest,GLU190,1900,0.452650943
4,Forest,GLU190,1950,1.65049523
4,Forest,GLU197,1700,0.55915214
4,Forest,GLU197,1750,0.617659133
4,Forest,GLU197,1800,0.676166126
4,Forest,GLU197,1850,0.462838426
4,Forest,GLU197,1900,0.871373587
4,Forest,GLU197,1950,3.177278146
4,Forest,GLU198,1700,0.023534204
4,Forest,GLU198,1750,0.02599671
4,Forest,GLU198,1800,0.028459216
4,Forest,GLU198,1850,0.019480448
4,Forest,GLU198,1900,0.036675321
4,Forest,GLU198,1950,0.133728743
4,Forest,GLU199,1700,0.015926934
4,Forest,GLU199,1750,0.017593452
4,Forest,GLU199,1800,0.019259969
4,Forest,GLU199,1850,0.013183526
4,Forest,GLU199,1900,0.024820274
4,Forest,GLU199,1950,0.090501842
5,Forest,GLU087,1700,0.064236721
5,Forest,GLU087,1750,0.069363896
5,Forest,GLU087,1800,0.074491071
5,Forest,GLU087,1850,0.021540336
5,Forest,GLU087,1900,0.059717332
5,Forest,GLU087,1950,0.37544517
5,Forest,GLU142,1700,2.492909342
5,Forest,GLU142,1750,2.691885598
5,Forest,GLU142,1800,2.890861855
5,Forest,GLU142,1850,0.835940943
5,Forest,GLU142,1900,2.317520123
5,Forest,GLU142,1950,14.57033848
5,Forest,GLU149,1700,0.607901092
5,Forest,GLU149,1750,0.656421863
5,Forest,GLU149,1800,0.704942634
5,Forest,GLU149,1850,0.203845925
5,Forest,GLU149,1900,0.565132068
5,Forest,GLU149,1950,3.55300713
5,Forest,GLU151,1700,0.019200182
5,Forest,GLU151,1750,0.020732681
5,Forest,GLU151,1800,0.022265179
5,Forest,GLU151,1850,0.006438348
5,Forest,GLU151,1900,0.017849349
5,Forest,GLU151,1950,0.112219543
5,Forest,GLU152,1700,0.006449921
5,Forest,GLU152,1750,0.006964733
5,Forest,GLU152,1800,0.007479546
5,Forest,GLU152,1850,0.002162836
5,Forest,GLU152,1900,0.005996135
5,Forest,GLU152,1950,0.037697933
5,Forest,GLU160,1700,0.370355856
5,Forest,GLU160,1750,0.399916507
5,Forest,GLU160,1800,0.429477157
5,Forest,GLU160,1850,0.124190486
5,Forest,GLU160,1900,0.344299383
5,Forest,GLU160,1950,2.164623515
5,Forest,GLU162,1700,3.191023812
5,Forest,GLU162,1750,3.44572139
5,Forest,GLU162,1800,3.700418969
5,Forest,GLU162,1850,1.070037891
5,Forest,GLU162,1900,2.966518586
5,Forest,GLU162,1950,18.65061687
5,Forest,GLU183,1700,15.41041676
5,Forest,GLU183,1750,16.64042821
5,Forest,GLU183,1800,17.87043966
5,Forest,GLU183,1850,5.167535817
5,Forest,GLU183,1900,14.32621329
5,Forest,GLU183,1950,90.06945599
5,Forest,GLU188,1700,0.006390031
5,Forest,GLU188,1750,0.006900063
5,Forest,GLU188,1800,0.007410095
5,Forest,GLU188,1850,0.002142753
5,Forest,GLU188,1900,0.005940459
5,Forest,GLU188,1950,0.037347893
6,Forest,GLU184,1700,0.012368006
6,Forest,GLU184,1750,0.011287474
6,Forest,GLU184,1800,0.010206942
6,Forest,GLU184,1850,0.015596475
6,Forest,GLU184,1900,0.102082663
6,Forest,GLU184,1950,0.228529787
6,Forest,GLU189,1700,0.655495642
6,Forest,GLU189,1750,0.598228198
6,Forest,GLU189,1800,0.540960753
6,Forest,GLU189,1850,0.82660224
6,Forest,GLU189,1900,5.410309484
6,Forest,GLU189,1950,12.11191828
6,Forest,GLU191,1700,0.001197486
6,Forest,GLU191,1750,0.001092868
6,Forest,GLU191,1800,9.88E-04
6,Forest,GLU191,1850,0.00151007
6,Forest,GLU191,1900,0.009883773
6,Forest,GLU191,1950,0.022126543
6,Forest,GLU193,1700,0
6,Forest,GLU193,1750,0
6,Forest,GLU193,1800,0
6,Forest,GLU193,1850,0
6,Forest,GLU193,1900,0
6,Forest,GLU193,1950,0
6,Forest,GLU201,1700,0.281478408
6,Forest,GLU201,1750,0.256887018
6,Forest,GLU201,1800,0.232295628
6,Forest,GLU201,1850,0.354953821
6,Forest,GLU201,1900,2.323257704
6,Forest,GLU201,1950,5.201016231
6,Forest,GLU202,1700,0.008190691
6,Forest,GLU202,1750,0.007475111
6,Forest,GLU202,1800,0.00675953
6,Forest,GLU202,1850,0.01032874
6,Forest,GLU202,1900,0.067604073
6,Forest,GLU202,1950,0.151343469
6,Forest,GLU208,1700,0.18122892
6,Forest,GLU208,1750,0.165395837
6,Forest,GLU208,1800,0.149562753
6,Forest,GLU208,1850,0.228535816
6,Forest,GLU208,1900,1.495821606
6,Forest,GLU208,1950,3.34865669
6,Forest,GLU211,1700,0.098488302
6,Forest,GLU211,1750,0.089883861
6,Forest,GLU211,1800,0.081279421
6,Forest,GLU211,1850,0.12419709
6,Forest,GLU211,1900,0.812899674
6,Forest,GLU211,1950,1.819817229
7,Forest,GLU156,1700,6.48E-04
7,Forest,GLU156,1750,0.00135075
7,Forest,GLU156,1800,0.002053865
7,Forest,GLU156,1850,0.00374799
7,Forest,GLU156,1900,0.009317646
7,Forest,GLU156,1950,0.027689262
7,Forest,GLU161,1700,0.034123354
7,Forest,GLU161,1750,0.071169941
7,Forest,GLU161,1800,0.108216529
7,Forest,GLU161,1850,0.197478672
7,Forest,GLU161,1900,0.490939513
7,Forest,GLU161,1950,1.458925556
7,Forest,GLU168,1700,1.515939679
7,Forest,GLU168,1750,3.161744858
7,Forest,GLU168,1800,4.807550036
7,Forest,GLU168,1850,8.773046112
7,Forest,GLU168,1900,21.81012735
7,Forest,GLU168,1950,64.81318238
7,Forest,GLU172,1700,0.064026729
7,Forest,GLU172,1750,0.133538414
7,Forest,GLU172,1800,0.203050099
7,Forest,GLU172,1850,0.370535484
7,Forest,GLU172,1900,0.921165351
7,Forest,GLU172,1950,2.737428211
7,Forest,GLU174,1700,0.10030226
7,Forest,GLU174,1750,0.20919708
7,Forest,GLU174,1800,0.3180919
7,Forest,GLU174,1850,0.580469238
7,Forest,GLU174,1900,1.443068673
7,Forest,GLU174,1950,4.288368958
7,Forest,GLU186,1700,0.001096992
7,Forest,GLU186,1750,0.002287959
7,Forest,GLU186,1800,0.003478926
7,Forest,GLU186,1850,0.00634851
7,Forest,GLU186,1900,0.015782637
7,Forest,GLU186,1950,0.046901282
7,Forest,GLU187,1700,0.009602442
7,Forest,GLU187,1750,0.020027493
7,Forest,GLU187,1800,0.030452544
7,Forest,GLU187,1850,0.055571252
7,Forest,GLU187,1900,0.138152252
7,Forest,GLU187,1950,0.410547218
7,Forest,GLU192,1700,0.016962167
7,Forest,GLU192,1750,0.035377426
7,Forest,GLU192,1800,0.053792685
7,Forest,GLU192,1850,0.098163452
7,Forest,GLU192,1900,0.244038086
7,Forest,GLU192,1950,0.725208283
7,Forest,GLU195,1700,0.123563901
7,Forest,GLU195,1750,0.257713109
7,Forest,GLU195,1800,0.391862317
7,Forest,GLU195,1850,0.715089006
7,Forest,GLU195,1900,1.777738551
7,Forest,GLU195,1950,5.282907848
7,Forest,GLU206,1700,0.124321639
7,Forest,GLU206,1750,0.259293499
7,Forest,GLU206,1800,0.394265358
7,Forest,GLU206,1850,0.71947419
7,Forest,GLU206,1900,1.788640286
7,Forest,GLU206,1950,5.315304547
8,Forest,GLU002,1700,0.27194374
8,Forest,GLU002,1750,0.61973124
8,Forest,GLU002,1800,0.96751874
8,Forest,GLU002,1850,3.36677664
8,Forest,GLU002,1900,7.39355404
8,Forest,GLU002,1950,18.98765228
8,Forest,GLU007,1700,0.242424595
8,Forest,GLU007,1750,0.552460206
8,Forest,GLU007,1800,0.862495817
8,Forest,GLU007,1850,3.00131734
8,Forest,GLU007,1900,6.590993201
8,Forest,GLU007,1950,16.9265669
8,Forest,GLU010,1700,0.886094613
8,Forest,GLU010,1750,2.019316616
8,Forest,GLU010,1800,3.152538619
8,Forest,GLU010,1850,10.97021995
8,Forest,GLU010,1900,24.0909697
8,Forest,GLU010,1950,61.8688865
8,Forest,GLU015,1700,0.822833074
8,Forest,GLU015,1750,1.875150209
8,Forest,GLU015,1800,2.927467344
8,Forest,GLU015,1850,10.18701578
8,Forest,GLU015,1900,22.37102716
8,Forest,GLU015,1950,57.45184016
8,Forest,GLU019,1700,0.319896674
8,Forest,GLU019,1750,0.729010944
8,Forest,GLU019,1800,1.138125213
8,Forest,GLU019,1850,3.960453916
8,Forest,GLU019,1900,8.697289182
8,Forest,GLU019,1950,22.33582143
8,Forest,GLU023,1700,0.294873505
8,Forest,GLU023,1750,0.671985767
8,Forest,GLU023,1800,1.049098029
8,Forest,GLU023,1850,3.650656668
8,Forest,GLU023,1900,8.016964068
8,Forest,GLU023,1950,20.58865402
8,Forest,GLU027,1700,0.177630861
8,Forest,GLU027,1750,0.404802087
8,Forest,GLU027,1800,0.631973313
8,Forest,GLU027,1850,2.199143955
8,Forest,GLU027,1900,4.829393634
8,Forest,GLU027,1950,12.40253964
8,Forest,GLU034,1700,0.037204805
8,Forest,GLU034,1750,0.084785846
8,Forest,GLU034,1800,0.132366886
8,Forest,GLU034,1850,0.460610966
8,Forest,GLU034,1900,1.011517078
8,Forest,GLU034,1950,2.597713419
8,Forest,GLU040,1700,0.184728053
8,Forest,GLU040,1750,0.420975844
8,Forest,GLU040,1800,0.657223635
8,Forest,GLU040,1850,2.287010154
8,Forest,GLU040,1900,5.022350744
8,Forest,GLU040,1950,12.89807974
8,Forest,GLU223,1700,2.80E-04
8,Forest,GLU223,1750,6.38E-04
8,Forest,GLU223,1800,9.96E-04
8,Forest,GLU223,1850,0.003465012
8,Forest,GLU223,1900,0.007609282
8,Forest,GLU223,1950,0.019541672
8,Forest,GLU227,1700,0.309476042
8,Forest,GLU227,1750,0.705263415
8,Forest,GLU227,1800,1.101050789
8,Forest,GLU227,1850,3.831442147
8,Forest,GLU227,1900,8.413975023
8,Forest,GLU227,1950,21.60823214
8,Forest,GLU229,1700,0.078680432
8,Forest,GLU229,1750,0.179304446
8,Forest,GLU229,1800,0.27992846
8,Forest,GLU229,1850,0.974096483
8,Forest,GLU229,1900,2.139148436
8,Forest,GLU229,1950,5.493624103
8,Forest,GLU232,1700,0.03297106
8,Forest,GLU232,1750,0.075137586
8,Forest,GLU232,1800,0.117304111
8,Forest,GLU232,1850,0.408195444
8,Forest,GLU232,1900,0.896410839
8,Forest,GLU232,1950,2.302104944
9,Forest,GLU101,1700,0.96484893
9,Forest,GLU101,1750,1.041860166
9,Forest,GLU101,1800,1.118871401
9,Forest,GLU101,1850,1.643698436
9,Forest,GLU101,1900,2.845492614
9,Forest,GLU101,1950,7.909399018
9,Forest,GLU111,1700,0.695546006
9,Forest,GLU111,1750,0.751062321
9,Forest,GLU111,1800,0.806578637
9,Forest,GLU111,1850,1.184919055
9,Forest,GLU111,1900,2.051275554
9,Forest,GLU111,1950,5.701774368
9,Forest,GLU133,1700,0.497062242
9,Forest,GLU133,1750,0.536736201
9,Forest,GLU133,1800,0.57641016
9,Forest,GLU133,1850,0.846785858
9,Forest,GLU133,1900,1.465915433
9,Forest,GLU133,1950,4.074693439
9,Forest,GLU135,1700,3.185959143
9,Forest,GLU135,1750,3.440252475
9,Forest,GLU135,1800,3.694545807
9,Forest,GLU135,1850,5.427539895
9,Forest,GLU135,1900,9.395899113
9,Forest,GLU135,1950,26.11706488
9,Forest,GLU143,1700,0.066726791
9,Forest,GLU143,1750,0.072052715
9,Forest,GLU143,1800,0.07737864
9,Forest,GLU143,1850,0.113674502
9,Forest,GLU143,1900,0.196787896
9,Forest,GLU143,1950,0.54699632
9,Forest,GLU157,1700,0.249669756
9,Forest,GLU157,1750,0.269597618
9,Forest,GLU157,1800,0.28952548
9,Forest,GLU157,1850,0.425332687
9,Forest,GLU157,1900,0.736315733
9,Forest,GLU157,1950,2.046680741
10,Forest,GLU018,1700,2.35E-04
10,Forest,GLU018,1750,3.28E-04
10,Forest,GLU018,1800,4.21E-04
10,Forest,GLU018,1850,6.06E-04
10,Forest,GLU018,1900,0.00100207
10,Forest,GLU018,1950,0.00143197
10,Forest,GLU042,1700,0.019942541
10,Forest,GLU042,1750,0.027866079
10,Forest,GLU042,1800,0.035789616
10,Forest,GLU042,1850,0.051490422
10,Forest,GLU042,1900,0.085112136
10,Forest,GLU042,1950,0.121626189
10,Forest,GLU043,1700,0.010524078
10,Forest,GLU043,1750,0.014705487
10,Forest,GLU043,1800,0.018886896
10,Forest,GLU043,1850,0.027172525
10,Forest,GLU043,1900,0.044915377
10,Forest,GLU043,1950,0.064184572
10,Forest,GLU045,1700,0.025641782
10,Forest,GLU045,1750,0.035829731
10,Forest,GLU045,1800,0.046017681
10,Forest,GLU045,1850,0.066205511
10,Forest,GLU045,1900,0.109435742
10,Forest,GLU045,1950,0.156384891
10,Forest,GLU047,1700,0.00553017
10,Forest,GLU047,1750,0.007727408
10,Forest,GLU047,1800,0.009924646
10,Forest,GLU047,1850,0.014278561
10,Forest,GLU047,1900,0.023602037
10,Forest,GLU047,1950,0.033727573
10,Forest,GLU048,1700,0.090983665
10,Forest,GLU048,1750,0.127133141
10,Forest,GLU048,1800,0.163282618
10,Forest,GLU048,1850,0.234914255
10,Forest,GLU048,1900,0.388306279
10,Forest,GLU048,1950,0.554893988
10,Forest,GLU056,1700,0.050830183
10,Forest,GLU056,1750,0.071025946
10,Forest,GLU056,1800,0.091221709
10,Forest,GLU056,1850,0.131240423
10,Forest,GLU056,1900,0.216936518
10,Forest,GLU056,1950,0.310004695
10,Forest,GLU058,1700,0
10,Forest,GLU058,1750,0
10,Forest,GLU058,1800,0
10,Forest,GLU058,1850,0
10,Forest,GLU058,1900,0
10,Forest,GLU058,1950,0
10,Forest,GLU068,1700,0.015862538
10,Forest,GLU068,1750,0.022165015
10,Forest,GLU068,1800,0.028467492
10,Forest,GLU068,1850,0.040956102
10,Forest,GLU068,1900,0.067699219
10,Forest,GLU068,1950,0.096742937
10,Forest,GLU070,1700,0.071663098
10,Forest,GLU070,1750,0.10013616
10,Forest,GLU070,1800,0.128609221
10,Forest,GLU070,1850,0.185029734
10,Forest,GLU070,1900,0.30584865
10,Forest,GLU070,1950,0.437061119
10,Forest,GLU072,1700,0.380441813
10,Forest,GLU072,1750,0.531598313
10,Forest,GLU072,1800,0.682754814
10,Forest,GLU072,1850,0.982277478
10,Forest,GLU072,1900,1.623675468
10,Forest,GLU072,1950,2.320250289
10,Forest,GLU076,1700,0.013021062
10,Forest,GLU076,1750,0.018194568
10,Forest,GLU076,1800,0.023368074
10,Forest,GLU076,1850,0.033619584
10,Forest,GLU076,1900,0.055572173
10,Forest,GLU076,1950,0.079413253
11,Forest,GLU037,1700,4.033032946
11,Forest,GLU037,1750,6.991177296
11,Forest,GLU037,1800,9.949321647
11,Forest,GLU037,1850,12.03779721
11,Forest,GLU037,1900,11.6946906
11,Forest,GLU037,1950,16.03784334
11,Forest,GLU042,1700,0.029926269
11,Forest,GLU042,1750,0.051876553
11,Forest,GLU042,1800,0.073826838
11,Forest,GLU042,1850,0.08932393
11,Forest,GLU042,1900,0.08677798
11,Forest,GLU042,1950,0.119005427
11,Forest,GLU043,1700,25.22359755
11,Forest,GLU043,1750,43.72457277
11,Forest,GLU043,1800,62.22554799
11,Forest,GLU043,1850,75.28739695
11,Forest,GLU043,1900,73.14152233
11,Forest,GLU043,1950,100.3046867
11,Forest,GLU056,1700,0.061424558
11,Forest,GLU056,1750,0.106478172
11,Forest,GLU056,1800,0.151531786
11,Forest,GLU056,1850,0.183340029
11,Forest,GLU056,1900,0.17811439
11,Forest,GLU056,1950,0.244262186
11,Forest,GLU066,1700,14.21913377
11,Forest,GLU066,1750,24.64856759
11,Forest,GLU066,1800,35.07800142
11,Forest,GLU066,1850,42.44127215
11,Forest,GLU066,1900,41.23159228
11,Forest,GLU066,1950,56.54410535
11,Forest,GLU068,1700,0.08204202
11,Forest,GLU068,1750,0.142218106
11,Forest,GLU068,1800,0.202394193
11,Forest,GLU068,1850,0.244879032
11,Forest,GLU068,1900,0.237899381
11,Forest,GLU068,1950,0.326250017
11,Forest,GLU077,1700,17.38328769
11,Forest,GLU077,1750,30.13356148
11,Forest,GLU077,1800,42.88383527
11,Forest,GLU077,1850,51.88563915
11,Forest,GLU077,1900,50.40677176
11,Forest,GLU077,1950,69.12674615
11,Forest,GLU078,1700,38.82296445
11,Forest,GLU078,1750,67.29878761
11,Forest,GLU078,1800,95.77461077
11,Forest,GLU078,1850,115.8787889
11,Forest,GLU078,1900,112.5759605
11,Forest,GLU078,1950,154.3842141
11,Forest,GLU079,1700,14.7499574
11,Forest,GLU079,1750,25.56873914
11,Forest,GLU079,1800,36.38752087
11,Forest,GLU079,1850,44.02567461
11,Forest,GLU079,1900,42.77083539
11,Forest,GLU079,1950,58.65498975
11,Forest,GLU085,1700,0
11,Forest,GLU085,1750,0
11,Forest,GLU085,1800,0
11,Forest,GLU085,1850,0
11,Forest,GLU085,1900,0
11,Forest,GLU085,1950,0
11,Forest,GLU106,1700,95.5239892
11,Forest,GLU106,1750,165.5888145
11,Forest,GLU106,1800,235.6536399
11,Forest,GLU106,1850,285.1200143
11,Forest,GLU106,1900,276.9933978
11,Forest,GLU106,1950,379.8626975
11,Forest,GLU108,1700,27.11901385
11,Forest,GLU108,1750,47.01023682
11,Forest,GLU108,1800,66.9014598
11,Forest,GLU108,1850,80.94483574
11,Forest,GLU108,1900,78.6377103
11,Forest,GLU108,1950,107.8420388
11,Forest,GLU109,1700,4.440092996
11,Forest,GLU109,1750,7.696807283
11,Forest,GLU109,1800,10.95352157
11,Forest,GLU109,1850,13.2527901
11,Forest,GLU109,1900,12.87505323
11,Forest,GLU109,1950,17.65656687
11,Forest,GLU110,1700,0.393226643
11,Forest,GLU110,1750,0.681650068
11,Forest,GLU110,1800,0.970073493
11,Forest,GLU110,1850,1.173702932
11,Forest,GLU110,1900,1.140249533
11,Forest,GLU110,1950,1.563713312
