# File: GCAM_FoodWaste_Share_Pathway_SSP.csv
# Title: Share of food waste per food calorie supply projections by SSP
# Unit: Share
# Description: Base year data derived based on three food groups including animal  FruitsVeg  and other. Projection based on the relatioship with income with a ceiling. Half waste reduction by 2050 is produced
# Source: Derived based on AgMIP and FAO
# Column types: cciinn
# ----------
GCAM_commodity,scenario,GCAM_region_ID,year,WasteShare,HalfWaste2050
Beef,SSP4,2,2025,0.207700495,0.186847287
Beef,SSP4,2,2030,0.212385853,0.172002004
Beef,SSP4,2,2035,0.215665,0.15715672
Beef,SSP4,2,2040,0.218883974,0.142311436
Beef,SSP4,2,2045,0.222092028,0.127466152
Beef,SSP4,2,2050,0.225241736,0.112620868
Beef,SSP4,2,2055,0.228473493,0.112620868
Beef,SSP4,2,2060,0.231827689,0.112620868
Beef,SSP4,2,2065,0.235309213,0.112620868
Beef,SSP4,2,2070,0.23885443,0.112620868
Beef,SSP4,2,2075,0.242381387,0.112620868
Beef,SSP4,2,2080,0.24581923,0.112620868
Beef,SSP4,2,2085,0.249193471,0.112620868
Beef,SSP4,2,2090,0.252531126,0.112620868
Beef,SSP4,2,2095,0.255846295,0.112620868
Beef,SSP4,2,2100,0.259156444,0.112620868
Beef,SSP5,2,2020,0.201692571,0.201692571
Beef,SSP5,2,2025,0.213932324,0.192463398
Beef,SSP5,2,2030,0.229323415,0.183234225
Beef,SSP5,2,2035,0.246135332,0.174005051
Beef,SSP5,2,2040,0.26252554,0.164775878
Beef,SSP5,2,2045,0.278085555,0.155546704
Beef,SSP5,2,2050,0.292635062,0.146317531
Beef,SSP5,2,2055,0.306129545,0.146317531
Beef,SSP5,2,2060,0.318576762,0.146317531
Beef,SSP5,2,2065,0.329968825,0.146317531
Beef,SSP5,2,2070,0.34036589,0.146317531
Beef,SSP5,2,2075,0.349886096,0.146317531
