# File: EDGAR_all_F_gases.csv
# Title: EDGAR F gases trend
# Units: Kt
# Source: EDGAR GHG_2024 https://edgar.jrc.ec.europa.eu/dataset_ghg2024
# Comments: EDGAR inventory of F gases compounds c-C4F8, C2F6, C3F8, C4F10, C5F12, C6F14, CF4, HCFC-141b, HCFC-142b, HFC-125, HFC-134, HFC-134a, HFC-143, HFC-143a, HFC-152a, HFC-227ea, HFC-23, HFC-236fa, HFC-245fa, HFC-32, HFC-365mfc, HFC-41, HFC-43-10-mee, NF3, SF6
# Column types: ccccccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn 
# ----------
IPCC_annex,C_group_IM24_sh,Country_code_A3,Name,ipcc_code_1996_for_standard_report,ipcc_code_1996_for_standard_report_name,Substance,fossil_bio,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Non-Annex_I,China +,CHN,China,2F1f,Stationary Air Conditioning,HFC-32,fossil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046,0.022,0.075,0.23,0.6,1.25,1.75,2.5,3.25,4,4.85,6,7.15,8.2,9.316666667,10.42222222,11.51296296,12.61728395
Non-Annex_I,China +,CHN,China,2F7,Semiconductor/Electronics Manufacture,NF3,fossil,0,5.45E-06,2.18E-05,4.91E-05,8.72E-05,0.000136265,0.000196221,0.000267078,0.000348837,0.000441497,0.000545058,0.003040905,0.00646041,0.009526405,0.014016819,0.028611953,0.03091556,0.035363372,0.008295266,0.023977298,0.012127077,0.019523105,0.018499698,0.034110465,0.033391876,0.031838908,0.023088569,0.024517555,0.032529598,0.032759828,0.035983581,0.03980559,0.04223092,0.045387951
Non-Annex_I,China +,CHN,China,2C,Production of metals,SF6,fossil,0.00637,0.00782,0.00851,0.01004,0.01558,0.04689,0.03012,0.03091,0.02883,0.04871,0.07712,0.08153,0.10228,0.10381,0.09001,0.09603,0.10795,0.12286,0.13436,0.14714,0.15992,0.17227,0.18463,0.19698,0.20934,0.22169,0.23404,0.2464,0.25875,0.271103333,0.283457778,0.29581037,0.308163827,0.320517325
Non-Annex_I,China +,CHN,China,2E,Production of halocarbons and SF6,SF6,fossil,0.028,0.03224,0.03656,0.0408,0.0452,0.0504,0.05432,0.05888,0.06352,0.06832,0.0199688,0.0213204,0.024634,0.055808,0.078262,0.09483,0.129274,0.132326,0.138648,0.14715,0.145406,0.148314,0.15128,0.154306,0.157392,0.16054,0.16077,0.161,0.161231,0.161461333,0.161691778,0.16192237,0.162152827,0.162383325
Non-Annex_I,China +,CHN,China,2F7,Semiconductor/Electronics Manufacture,SF6,fossil,0,3.54E-05,0.000150041,0.000318692,0.000566563,0.000885255,0.001274768,0.001802778,0.002332766,0.00306281,0.003785393,0.00431262,0.004793437,0.005704227,0.007454549,0.073825468,0.08636134,0.089033552,0.074176632,0.073272201,0.102199387,0.095980036,0.108482712,0.13485636,0.158550752,0.155659571,0.102237104,0.11293742,0.137332603,0.131223614,0.140885784,0.150201905,0.154491672,0.162247691
Non-Annex_I,China +,CHN,China,2F8,Electrical Equipment,SF6,fossil,0.045,0.07,0.0975,0.1025,0.105,0.095,0.1395,0.1299,0.117,0.1949,0.2934,0.3381,0.4642,0.6691,0.8071,0.9279,1.10245,1.2939,1.5036,1.73043,1.97787,2.16696,2.33524,2.55013,2.75032,3.02751,3.2915,3.54199,3.77728,4.027203333,4.277126667,4.536799563,4.811526877,5.072968058
Non-Annex_I,China +,CHN,China,2F9,Other F-gas use,SF6,fossil,0,0,0,0,0,0,0,0,0,0,0,0,0.00245,0.00276,0.0011,0.00113,0.00088,0.00093,0.00093,0.00096,0.00095,0.00095,0.00096,0.00097,0.00098,0.00098,0.00099,0.001,0.001,0.001006667,0.001012222,0.001016296,0.001021728,0.001026749
Non-Annex_I,Western_Africa,CIV,Cote d'Ivoire,2F1a,Commerical refrigeration,HFC-125,fossil,0,0,0,0,0,0,0,0,0.000212358,0.004666282,0.012781634,0.021819423,0.031279249,0.040926709,0.052669988,0.065328618,0.067390865,0.064435677,0.064613825,0.066581302,0.059052777,0.056969174,0.058501358,0.061310589,0.06411982,0.06692905,0.074199035,0.081095339,0.089084314,0.096469402,0.103892858,0.111492031,0.118961269,0.126458559
Non-Annex_I,Western_Africa,CIV,Cote d'Ivoire,2F1a,Commerical refrigeration,HFC-134a,fossil,0.000346704,0.001398058,0.001860239,0.002319015,0.007865021,0.013411028,0.018957035,0.024503041,0.030049048,0.035595054,0.081390798,0.112256519,0.136227162,0.163535239,0.194646693,0.231659147,0.236552839,0.241446531,0.246340223,0.251233915,0.256127607,0.261021299,0.265914991,0.270808683,0.314710153,0.375372539,0.440603349,0.496501436,0.567777782,0.631912863,0.695682701,0.762076456,0.826842681,0.891819287
Non-Annex_I,Western_Africa,CIV,Cote d'Ivoire,2F1a,Commerical refrigeration,HFC-143a,fossil,0,0,0,0.000257876,0.000648352,0.001506374,0.00318737,0.004988405,0.007539023,0.01063397,0.014051362,0.017182506,0.020756741,0.024675214,0.02792532,0.03426788,0.037655292,0.039678917,0.042196734,0.042911696,0.042195685,0.043627819,0.045059953,0.046492087,0.047924221,0.049356355,0.05760287,0.067290173,0.079206638,0.089156732,0.099674686,0.110469524,0.120890486,0.131468404
Non-Annex_I,Western_Africa,CIV,Cote d'Ivoire,2F4,Aerosols,HFC-152a,fossil,7.85E-05,0.008604799,0.016919408,0.024779554,0.034167098,0.043454125,0.052717548,0.061295706,0.070992087,0.07990786,0.08583174,0.080912633,0.086306989,0.091328947,0.090506907,0.082133986,0.097444524,0.112755063,0.128065601,0.143376139,0.155669053,0.158499411,0.152349179,0.156869183,0.158319606,0.157617063,0.15729534,0.168054146,0.175721699,0.181756578,0.189910324,0.197195716,0.204353722,0.211886103
Non-Annex_I,Western_Africa,CIV,Cote d'Ivoire,2F4,Aerosols,HFC-227ea,fossil,0,0,0,0,0,0.000100948,0.000421499,0.000852398,0.001676045,0.002591461,0.003999054,0.005472476,0.007071952,0.00876755,0.0103169,0.010532824,0.011563962,0.012066728,0.012154721,0.012478767,0.012860863,0.012702052,0.01247223,0.013009476,0.013663607,0.014183759,0.014832233,0.015322755,0.016065643,0.016692938,0.017313173,0.017976645,0.018613646,0.019253882
Non-Annex_I,Western_Africa,CIV,Cote d'Ivoire,2F2a,Closed cell foam,HFC-245fa,fossil,0,0,0,0,0,0,0,0,0,0,0,0,5.64E-05,0.006444657,0.005889879,0.006248605,0.012567102,0.017605741,0.026270495,0.033184265,0.038204107,0.040268565,0.042332329,0.041244528,0.043884376,0.047896354,0.049481838,0.054528417,0.057669681,0.060927457,0.064742663,0.068147412,0.071639988,0.075210832
Non-Annex_I,Western_Africa,CIV,Cote d'Ivoire,2F1a,Commerical refrigeration,HFC-32,fossil,0,0,0,0,0,0,0,0,0,0.001745809,0.003491618,0.005237112,0.006982475,0.008727764,0.010472974,0.011536891,0.009194598,0.009339186,0.009483774,0.009628361,0.01979989,0.015346789,0.011452174,0.011150991,0.014870574,0.018846376,0.018846376,0.018846376,0.018846376,0.018846376,0.018846376,0.018846376,0.018846376,0.018846376
Non-Annex_I,Western_Africa,CIV,Cote d'Ivoire,2F2a,Closed cell foam,HFC-365mfc,fossil,0,0,0,0,0,0,0,0,0,0.000242368,0.000484737,0.000727105,0.000969474,0.001211842,0.001373748,0.001548594,0.003890485,0.005942659,0.009199646,0.012273005,0.014475041,0.015202463,0.016636896,0.017491916,0.017797909,0.017442105,0.017967372,0.018947052,0.020518839,0.021544417,0.022736765,0.024000003,0.025160391,0.026365716
Non-Annex_I,Western_Africa,CMR,Cameroon,2C,Production of metals,C2F6,fossil,0.01931097,0.0188916,0.01820747,0.01909025,0.0178985,0.01909119,0.01981345,0.02188388,0.019391849,0.019502267,0.016873299,0.012315252,0.012998003,0.010618071,0.015976255,0.012441642,0.015753046,0.013954122,0.007205118,0.005154351,0.005653816,0.004487618,0.003376046,0.003983552,0.007073888,0.002880572,0.003542284,0.003595958,0.003971648,0.003960913,0.003950206,0.004089372,0.004233441,0.004324283
Non-Annex_I,Western_Africa,CMR,Cameroon,2C,Production of metals,CF4,fossil,0.0995507,0.097389,0.093862,0.0984129,0.0922692,0.0924498,0.0959472,0.1059733,0.0908858,0.0912454,0.0792984,0.0585961,0.05942645,0.0500629,0.071895,0.05606157,0.04781427,0.05822389,0.03929121,0.02542982,0.02130882,0.01744211,0.01286701,0.01587916,0.02080371,0.01372158,0.01573135,0.01596976,0.01763824,0.017590563,0.017543017,0.01816108,0.018800918,0.019204369
Non-Annex_I,Western_Africa,CMR,Cameroon,2F1a,Commerical refrigeration,HFC-125,fossil,0,0,0,0,0,0,0,0,0.00029557,0.006494763,0.017790111,0.030369353,0.043536008,0.05696382,0.073308698,0.090927607,0.093797943,0.089684767,0.089932721,0.092671154,0.08219258,0.079292518,0.081425088,0.085335114,0.089245141,0.093155167,0.103273892,0.112872509,0.12399196,0.134270891,0.144603224,0.155180129,0.165576185,0.176011283
Non-Annex_I,Western_Africa,CMR,Cameroon,2F1a,Commerical refrigeration,HFC-134a,fossil,0.000482559,0.001945886,0.002589173,0.00322772,0.010946926,0.018666133,0.02638534,0.034104546,0.041823753,0.04954296,0.113283744,0.156244183,0.189607711,0.227616445,0.270918908,0.322434675,0.329245958,0.336057241,0.342868524,0.349679806,0.356491089,0.363302372,0.370113655,0.376924938,0.438029178,0.522462092,0.613253564,0.69105529,0.790261239,0.879527621,0.96828564,1.060695757,1.150840597,1.241278255
Non-Annex_I,Western_Africa,CMR,Cameroon,2F1a,Commerical refrigeration,HFC-143a,fossil,0,0,0,0.000358925,0.000902409,0.002096646,0.004436339,0.006943109,0.010493186,0.014800886,0.019557382,0.023915462,0.02889026,0.034344185,0.038867844,0.047695733,0.0524105,0.055227082,0.058731504,0.059726625,0.058730044,0.060723359,0.062716674,0.064709989,0.066703305,0.06869662,0.080174527,0.093657796,0.110243722,0.124092756,0.138732166,0.153756956,0.168261367,0.182984237
Non-Annex_I,Western_Africa,CMR,Cameroon,2F4,Aerosols,HFC-152a,fossil,0.000109247,0.011976585,0.02354927,0.03448941,0.047555459,0.060481604,0.073374895,0.0853144,0.098810303,0.111219717,0.119464867,0.11261821,0.120126342,0.127116151,0.125971996,0.11431815,0.135628116,0.156938081,0.178248047,0.199558012,0.216667898,0.220607331,0.212047133,0.218338298,0.220357069,0.219379235,0.218931445,0.233906084,0.244578165,0.252977808,0.264326596,0.274466767,0.284429634,0.294913576
Non-Annex_I,Western_Africa,CMR,Cameroon,2F4,Aerosols,HFC-227ea,fossil,0,0,0,0,0,0.000140505,0.000586664,0.001186409,0.002332802,0.003606923,0.005566082,0.007616864,0.009843093,0.01220311,0.014359573,0.014660107,0.016095295,0.01679507,0.016917542,0.017368566,0.017900386,0.017679346,0.017359467,0.018107233,0.019017685,0.019741659,0.020644237,0.021326969,0.022360957,0.023234056,0.024097329,0.025020783,0.025907392,0.026798503
Non-Annex_I,Western_Africa,CMR,Cameroon,2F2a,Closed cell foam,HFC-245fa,fossil,0,0,0,0,0,0,0,0,0,0,0,0,7.85E-05,0.008969993,0.008197826,0.008697118,0.017491515,0.024504542,0.036564577,0.046187503,0.053174369,0.056047783,0.058920232,0.057406177,0.061080448,0.066664518,0.068871274,0.075895352,0.080267518,0.084801851,0.090112044,0.094850941,0.099712082,0.104682159
Non-Annex_I,Western_Africa,CMR,Cameroon,2F1a,Commerical refrigeration,HFC-32,fossil,0,0,0,0,0,0,0,0,0,0.002429903,0.004859806,0.007289271,0.009718554,0.012147734,0.014576804,0.016057616,0.012797497,0.012998742,0.013199986,0.01340123,0.027558467,0.021360421,0.015939702,0.015520501,0.020697601,0.02623132,0.02623132,0.02623132,0.02623132,0.02623132,0.02623132,0.02623132,0.02623132,0.02623132
Non-Annex_I,Western_Africa,CMR,Cameroon,2F2a,Closed cell foam,HFC-365mfc,fossil,0,0,0,0,0,0,0,0,0,0.00033734,0.000674681,0.001012021,0.001349362,0.001686702,0.001912051,0.002155409,0.005414969,0.008271288,0.012804523,0.017082177,0.020147079,0.02115954,0.023156056,0.024346115,0.024772011,0.024276786,0.025007878,0.026371445,0.028559136,0.029986586,0.031646155,0.033404392,0.035019477,0.036697108
Non-Annex_I,Western_Africa,COD,Congo_the Democratic Republic of the,2F1a,Commerical refrigeration,HFC-125,fossil,0,0,0,0,0,0,0,0,0.00022038,0.004842548,0.013264451,0.022643636,0.032460801,0.042472686,0.05465956,0.067796361,0.069936507,0.066869689,0.067054566,0.069096364,0.061283454,0.059121145,0.060711206,0.063626553,0.066541901,0.069457248,0.077001851,0.084158658,0.092449411,0.100113465,0.107817337,0.115703563,0.123454947,0.131235441
Non-Annex_I,Western_Africa,COD,Congo_the Democratic Republic of the,2F1a,Commerical refrigeration,HFC-134a,fossil,0.0003598,0.001450869,0.001930509,0.002406614,0.008162117,0.01391762,0.019673123,0.025428626,0.031184129,0.036939632,0.084465278,0.11649693,0.141373047,0.169712667,0.201999334,0.240409908,0.245488456,0.250567003,0.255645551,0.260724099,0.265802647,0.270881194,0.275959742,0.28103829,0.326598107,0.389551972,0.45724683,0.515256427,0.589225187,0.655782925,0.721961624,0.790863356,0.858076079,0.92550713
Non-Annex_I,Western_Africa,COD,Congo_the Democratic Republic of the,2F1a,Commerical refrigeration,HFC-143a,fossil,0,0,0,0.000267617,0.000672843,0.001563276,0.00330777,0.005176838,0.007823804,0.011035661,0.014582143,0.017831563,0.021540812,0.025607303,0.028980179,0.035562325,0.039077694,0.04117776,0.043790686,0.044532656,0.043789597,0.045275829,0.046762061,0.048248293,0.049734525,0.051220757,0.059778777,0.069832012,0.082198613,0.092524565,0.103439828,0.114642433,0.12545704,0.136434531
Non-Annex_I,Western_Africa,COD,Congo_the Democratic Republic of the,2F4,Aerosols,HFC-152a,fossil,8.15E-05,0.008929839,0.017558527,0.025715584,0.035457736,0.045095574,0.054708916,0.063611108,0.073673763,0.082926323,0.089073974,0.083969051,0.089567174,0.094778833,0.093925741,0.08523654,0.101125423,0.117014306,0.132903189,0.148792072,0.161549341,0.164486615,0.158104062,0.162794806,0.164300018,0.163570937,0.16323706,0.174402273,0.182359463,0.188622305,0.197084053,0.204644647,0.212073041,0.219889953
Non-Annex_I,Western_Africa,COD,Congo_the Democratic Republic of the,2F4,Aerosols,HFC-227ea,fossil,0,0,0,0,0,0.000104761,0.000437421,0.000884596,0.001739356,0.002689351,0.004150116,0.005679195,0.00733909,0.009098738,0.010706614,0.010930694,0.012000782,0.01252254,0.012613857,0.012950143,0.013346673,0.013181863,0.01294336,0.0135009,0.01417974,0.014719541,0.01539251,0.015901561,0.016672511,0.017323501,0.017967165,0.018655699,0.019316762,0.019981182
Non-Annex_I,Western_Africa,COD,Congo_the Democratic Republic of the,2F2a,Closed cell foam,HFC-245fa,fossil,0,0,0,0,0,0,0,0,0,0,0,0,5.85E-05,0.006688099,0.006112366,0.006484641,0.013041815,0.018270785,0.027262845,0.034437777,0.03964724,0.041789681,0.043931403,0.042802511,0.045542077,0.049705605,0.05135098,0.05658819,0.059848113,0.063228949,0.067188272,0.070721633,0.074346139,0.078051869
Non-Annex_I,Western_Africa,COD,Congo_the Democratic Republic of the,2F1a,Commerical refrigeration,HFC-32,fossil,0,0,0,0,0,0,0,0,0,0.001811755,0.003623511,0.00543494,0.007246233,0.009057449,0.010868584,0.011972689,0.009541918,0.009691967,0.009842017,0.009992066,0.020547816,0.015926503,0.011884771,0.011572211,0.015432299,0.019558285,0.019558285,0.019558285,0.019558285,0.019558285,0.019558285,0.019558285,0.019558285,0.019558285
Non-Annex_I,Western_Africa,COD,Congo_the Democratic Republic of the,2F2a,Closed cell foam,HFC-365mfc,fossil,0,0,0,0,0,0,0,0,0,0.000251524,0.000503048,0.000754571,0.001006095,0.001257619,0.00142564,0.001607091,0.004037445,0.006167139,0.009547156,0.012736609,0.015021826,0.015776725,0.017265343,0.018152661,0.018470212,0.018100969,0.018646077,0.019662763,0.021293923,0.022358241,0.023595629,0.024906584,0.026110805,0.027361659
Non-Annex_I,Western_Africa,COG,Congo,2F9,Other F-gas use,HCFC-141b,fossil,1.20E-07,1.96E-06,1.76E-05,5.40E-05,0.00008518,0.000129915,0.000173813,0.000179546,0.000219764,0.000218696,0.000299492,0.00042561,0.000572136,0.000606462,0.000684787,0.000867498,0.000898453,0.000698819,0.000499186,0.000499186,0.000499186,0.000499186,0.000499186,0.000499186,0.000499186,0.000499186,0.000499186,0.000499186,0.000499186,0.000499186,0.000499186,0.000499186,0.000499186,0.000499186
Non-Annex_I,Western_Africa,COG,Congo,2F9,Other F-gas use,HCFC-142b,fossil,4.25E-05,5.87E-05,0.000071958,7.29E-05,6.78E-05,7.68E-05,9.09E-05,9.34E-05,0.000100646,9.80E-05,0.000132538,0.00016904,0.00017905,0.000198869,0.000243542,0.000318734,0.000289673,0.00030676,0.000323848,0.000323848,0.000323848,0.000323848,0.000323848,0.000323848,0.000323848,0.000323848,0.000323848,0.000323848,0.000323848,0.000323848,0.000323848,0.000323848,0.000323848,0.000323848
Non-Annex_I,Western_Africa,COG,Congo,2F1a,Commerical refrigeration,HFC-125,fossil,0,0,0,0,0,0,0,0,3.38E-05,0.000741632,0.002031438,0.003467852,0.004971342,0.006504652,0.008371061,0.01038295,0.010710711,0.010241031,0.010269345,0.010582044,0.009385504,0.009054348,0.009297865,0.009744348,0.01019083,0.010637313,0.011792762,0.01288882,0.014158541,0.015332284,0.016512124,0.017719892,0.018907009,0.020098585
Non-Annex_I,Western_Africa,COG,Congo,2F1a,Commerical refrigeration,HFC-134a,fossil,0.000055103,0.000222199,0.000295656,0.000368571,0.001250021,0.002131471,0.003012921,0.00389437,0.00477582,0.00565727,0.012935779,0.017841397,0.021651151,0.025991337,0.03093601,0.036818554,0.037596329,0.038374104,0.039151879,0.039929654,0.040707428,0.041485203,0.042262978,0.043040753,0.050018197,0.059659523,0.070026927,0.078911043,0.09023929,0.100432546,0.110567752,0.121119988,0.131413554,0.141740557
Non-Annex_I,Western_Africa,COG,Congo,2F1a,Commerical refrigeration,HFC-143a,fossil,0,0,0,4.10E-05,0.000103045,0.000239414,0.000506582,0.000792828,0.001198208,0.001690101,0.002233242,0.002730887,0.003298955,0.003921735,0.004438288,0.005446337,0.005984712,0.006306336,0.006706503,0.006820135,0.006706336,0.006933951,0.007161566,0.007389181,0.007616796,0.007844411,0.009155064,0.010694708,0.012588641,0.014170051,0.015841713,0.017557382,0.019213629,0.020894821
Non-Annex_I,Western_Africa,COG,Congo,2F4,Aerosols,HFC-152a,fossil,1.25E-05,0.001367597,0.002689072,0.003938318,0.005430319,0.006906345,0.00837862,0.009741982,0.011283068,0.012700089,0.013641596,0.012859782,0.01371713,0.01451529,0.01438464,0.013053897,0.015487265,0.017920632,0.020354,0.022787368,0.024741132,0.025190972,0.02421349,0.024931873,0.025162395,0.025050737,0.024999604,0.026709546,0.027928182,0.02888733,0.030183239,0.031341137,0.032478788,0.033675941
Non-Annex_I,Western_Africa,COG,Congo,2F4,Aerosols,HFC-227ea,fossil,0,0,0,0,0,1.60E-05,6.70E-05,0.000135475,0.000266381,0.000411872,0.000635586,0.000869764,0.001123975,0.001393463,0.001639708,0.001674026,0.001837909,0.001917815,0.0019318,0.001983302,0.002044031,0.00201879,0.001982263,0.00206765,0.002171614,0.002254284,0.002357349,0.002435309,0.00255338,0.002653079,0.002751655,0.002857104,0.002958345,0.003060101
Non-Annex_I,Western_Africa,COG,Congo,2F2a,Closed cell foam,HFC-245fa,fossil,0,0,0,0,0,0,0,0,0,0,0,0,8.96E-06,0.001024276,0.000936103,0.000993117,0.001997342,0.002798154,0.004175279,0.005274114,0.006071938,0.006400051,0.006728054,0.006555165,0.006974727,0.007612367,0.007864355,0.008666429,0.009165683,0.009683455,0.010289822,0.010830953,0.011386042,0.011953572
Non-Annex_I,Western_Africa,COG,Congo,2F1a,Commerical refrigeration,HFC-32,fossil,0,0,0,0,0,0,0,0,0,0.000277469,0.000554937,0.000832356,0.001109754,0.00138714,0.001664513,0.001833606,0.001461336,0.001484316,0.001507296,0.001530276,0.003146879,0.002439129,0.001820142,0.001772273,0.002363442,0.002995333,0.002995333,0.002995333,0.002995333,0.002995333,0.002995333,0.002995333,0.002995333,0.002995333
Non-Annex_I,Western_Africa,COG,Congo,2F2a,Closed cell foam,HFC-365mfc,fossil,0,0,0,0,0,0,0,0,0,3.85E-05,7.70E-05,0.000115562,0.000154083,0.000192603,0.000218336,0.000246124,0.000618331,0.000944492,0.001462138,0.0019506,0.002300579,0.002416191,0.002644171,0.002780063,0.002828696,0.002772147,0.002855629,0.003011334,0.003261145,0.003424144,0.003613649,0.003814421,0.003998847,0.004190414
Non-Annex_I,Rest South America,COL,Colombia,2F9,Other F-gas use,C2F6,fossil,0.000004,0.000004,0.0000045,0.0000045,0.000005,0.000005,0.000005,0.0000055,0.0000055,0.000006,0.000006,0.000006,0.0000065,0.0000065,0.000007,0.000007,0.0000073,7.53E-06,0.000007757,0.000007757,0.000007757,0.000007757,0.000007757,0.000007757,0.000007757,0.000007757,0.000007757,0.000007757,0.000007757,0.000007757,0.000007757,0.000007757,0.000007757,0.000007757
Non-Annex_I,Rest South America,COL,Colombia,2F9,Other F-gas use,C3F8,fossil,0.000005,0.0000055,0.0000055,0.000006,0.000006,0.0000065,0.0000065,0.000007,0.000007,0.0000075,0.0000075,0.000008,0.000008,0.0000085,0.0000085,0.000009,0.0000092,9.47E-06,0.000009743,0.000009743,0.000009743,0.000009743,0.000009743,0.000009743,0.000009743,0.000009743,0.000009743,0.000009743,0.000009743,0.000009743,0.000009743,0.000009743,0.000009743,0.000009743
Non-Annex_I,Rest South America,COL,Colombia,2F9,Other F-gas use,C4F10,fossil,0.0000115,0.0000115,0.000012,0.000012,0.0000125,0.0000125,0.0000125,0.000013,0.000013,0.0000135,0.0000135,0.0000135,0.000014,0.000014,0.0000145,0.0000145,0.0000148,1.50E-05,0.000015257,0.000015257,0.000015257,0.000015257,0.000015257,0.000015257,0.000015257,0.000015257,0.000015257,0.000015257,0.000015257,0.000015257,0.000015257,0.000015257,0.000015257,0.000015257
Non-Annex_I,Rest South America,COL,Colombia,2F1a,Commerical refrigeration,HFC-125,fossil,0,0,0,0,0,0,0,0,0.000750908,0.016500209,0.045196498,0.077154573,0.110604995,0.144718895,0.18624372,0.231005271,0.238297477,0.227847786,0.228477725,0.235434823,0.208813581,0.201445858,0.206863737,0.216797318,0.226730898,0.236664478,0.262371509,0.286757184,0.315006601,0.341120642,0.367370353,0.394241409,0.420653012,0.447163802
Non-Annex_I,Rest South America,COL,Colombia,2F1a,Commerical refrigeration,HFC-134a,fossil,0.001225961,0.004943603,0.0065779,0.008200152,0.02781111,0.047422067,0.067033025,0.086643982,0.10625494,0.125865897,0.287801945,0.396944681,0.481706078,0.578268807,0.688280469,0.819158363,0.836462704,0.853767044,0.871071384,0.888375724,0.905680065,0.922984405,0.940288745,0.957593086,1.112830885,1.327336125,1.557995541,1.75565398,2.007690716,2.23447558,2.459968926,2.694740575,2.923757194,3.153517732
Non-Annex_I,Rest South America,COL,Colombia,2F1a,Commerical refrigeration,HFC-143a,fossil,0,0,0,0.000911864,0.002292606,0.005326614,0.0112707,0.01763925,0.026658363,0.037602251,0.049686322,0.060758202,0.073396877,0.087252795,0.098745333,0.121172944,0.133151,0.140306641,0.149209768,0.151737911,0.149206058,0.154270156,0.159334254,0.164398352,0.16946245,0.174526548,0.203686636,0.237941426,0.280078646,0.315262679,0.352454693,0.390625782,0.427474827,0.464878877
Non-Annex_I,Rest South America,COL,Colombia,2F4,Aerosols,HFC-152a,fossil,0.000277545,0.030427,0.059827875,0.087621745,0.120816572,0.153655966,0.186411894,0.216744691,0.251031581,0.282558201,0.303505339,0.286111129,0.305185841,0.322943736,0.320036962,0.290429895,0.344568726,0.398707557,0.452846389,0.50698522,0.550453578,0.560461868,0.538714339,0.554697298,0.559826068,0.557341841,0.556204211,0.59424789,0.621360743,0.642700377,0.671532432,0.697293946,0.722605014,0.749239893
Non-Annex_I,Rest South America,COL,Colombia,2F4,Aerosols,HFC-227ea,fossil,0,0,0,0,0,0.000356958,0.001490443,0.003014121,0.005926579,0.009163535,0.014140856,0.019350951,0.025006777,0.031002497,0.036481078,0.037244595,0.040890749,0.042668557,0.042979702,0.044125545,0.045476657,0.044915094,0.04410243,0.046002159,0.0483152,0.050154485,0.05244752,0.05418203,0.056808918,0.059027062,0.061220243,0.063566314,0.06581878,0.068082685
Non-Annex_I,Rest South America,COL,Colombia,2F2a,Closed cell foam,HFC-245fa,fossil,0,0,0,0,0,0,0,0,0,0,0,0,0.000199448,0.022788631,0.020826909,0.02209538,0.044437902,0.062254783,0.092893789,0.117341224,0.135091639,0.142391665,0.149689239,0.145842719,0.155177353,0.16936391,0.174970262,0.192815218,0.203922885,0.215442543,0.228933304,0.240972666,0.253322593,0.265949276
Non-Annex_I,Rest South America,COL,Colombia,2F1a,Commerical refrigeration,HFC-32,fossil,0,0,0,0,0,0,0,0,0,0.006173267,0.012346535,0.018518689,0.02469038,0.030861811,0.037032963,0.040795025,0.03251256,0.03302383,0.033535099,0.034046369,0.070013403,0.054267016,0.04049546,0.039430462,0.052583095,0.066641732,0.066641732,0.066641732,0.066641732,0.066641732,0.066641732,0.066641732,0.066641732,0.066641732
Non-Annex_I,Rest South America,COL,Colombia,2F2a,Closed cell foam,HFC-365mfc,fossil,0,0,0,0,0,0,0,0,0,0.000857027,0.001714054,0.002571081,0.003428108,0.004285135,0.004857642,0.005475905,0.013756949,0.021013542,0.032530409,0.043397962,0.051184471,0.05375667,0.058828899,0.061852292,0.062934298,0.06167616,0.063533528,0.066997725,0.072555643,0.076182137,0.08039834,0.084865212,0.088968402,0.09323049
Non-Annex_I,Rest South America,COL,Colombia,2F8,Electrical Equipment,SF6,fossil,0.00168,0.0021,0.00283,0.00336,0.00386,0.00421,0.0035,0.00271,0.00229,0.00174,0.0011,0.00148,0.00189,0.00233,0.00284,0.00338,0.00357,0.00376,0.00395,0.00414,0.00433,0.00452,0.00471,0.0049,0.00509,0.00528,0.00547,0.00566,0.00585,0.00604,0.00623,0.006425977,0.006628118,0.006824158
Non-Annex_I,Rest South America,COL,Colombia,2F9,Other F-gas use,SF6,fossil,0.00007,0.00007,0.00007,0.00007,0.00007,0.00008,0.00008,0.00008,0.00008,0.00008,0.00008,0.00009,0.00009,0.00009,0.00009,0.00009,0.00009,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.00011,0.00011,0.00011,0.00011,0.00011,0.00012,0.000123333,0.000127778,0.000133704,0.000138272,0.000143251
Non-Annex_I,Eastern_Africa,COM,Comoros,2F9,Other F-gas use,HCFC-141b,fossil,9.84E-09,1.35E-07,1.35E-06,4.47E-06,7.07E-06,1.05E-05,9.60E-06,8.73E-06,8.41E-06,8.08E-06,4.43E-06,1.37E-05,0.000024643,0.000031953,3.73E-05,4.66E-05,7.30E-05,7.56E-05,0.000078189,0.000078189,0.000078189,0.000078189,0.000078189,0.000078189,0.000078189,0.000078189,0.000078189,0.000078189,0.000078189,0.000078189,0.000078189,0.000078189,0.000078189,0.000078189
Non-Annex_I,Eastern_Africa,COM,Comoros,2F9,Other F-gas use,HCFC-142b,fossil,3.49E-06,4.06E-06,5.52E-06,6.04E-06,5.63E-06,6.19E-06,5.02E-06,4.54E-06,3.85E-06,3.62E-06,1.96E-06,5.43E-06,7.71E-06,1.05E-05,0.000013273,1.71E-05,1.88E-05,2.14E-05,0.000023994,0.000023994,0.000023994,0.000023994,0.000023994,0.000023994,0.000023994,0.000023994,0.000023994,0.000023994,0.000023994,0.000023994,0.000023994,0.000023994,0.000023994,0.000023994
