# File: EDGAR_all_F_gases.csv
# Title: EDGAR F gases trend
# Units: Kt
# Source: EDGAR GHG_2024 https://edgar.jrc.ec.europa.eu/dataset_ghg2024
# Comments: EDGAR inventory of F gases compounds c-C4F8, C2F6, C3F8, C4F10, C5F12, C6F14, CF4, HCFC-141b, HCFC-142b, HFC-125, HFC-134, HFC-134a, HFC-143, HFC-143a, HFC-152a, HFC-227ea, HFC-23, HFC-236fa, HFC-245fa, HFC-32, HFC-365mfc, HFC-41, HFC-43-10-mee, NF3, SF6
# Column types: ccccccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn 
# ----------
IPCC_annex,C_group_IM24_sh,Country_code_A3,Name,ipcc_code_1996_for_standard_report,ipcc_code_1996_for_standard_report_name,Substance,fossil_bio,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Non-Annex_I,Ukraine +,MDA,"Moldova, Republic of",2F9,Other F-gas use,HCFC-142b,fossil,0.000394465,0.000716853,0.000560034,0.000669647,0.000371279,0.000402865,0.000355109,0.000357246,0.000299715,0.000283507,0.000294795,0.000326493,0.000321683,0.000362747,0.000444197,0.000529244,0.000461978,0.00047173,0.000481483,0.000481483,0.000481483,0.000481483,0.000481483,0.000481483,0.000481483,0.000481483,0.000481483,0.000481483,0.000481483,0.000481483,0.000481483,0.000481483,0.000481483,0.000481483
Non-Annex_I,Ukraine +,MDA,"Moldova, Republic of",2F1a,Commerical refrigeration,HFC-125,fossil,0,0,0,0,0,0.000008,0.000012,0.000018,0.00003,0.000038,0.00005,0.00007,0.0001,0.000209,0.000306,0.000461,0.000618,0.001396,0.00209,0.002281,0.00274,0.003315,0.003934,0.004656,0.005207725,0.005779494,0.006320784,0.006869504,0.007433402,0.007984705,0.008539345,0.009095959,0.009650144,0.01020529
Non-Annex_I,Ukraine +,MDA,"Moldova, Republic of",2F1a,Commerical refrigeration,HFC-134a,fossil,0,0,0,0,0,0.001439,0.003098,0.005031,0.00719,0.008708,0.01015,0.0125,0.0147,0.0193,0.023782,0.029036,0.034471,0.041886,0.051741,0.059202,0.069306,0.075179,0.083749,0.093985,0.101881462,0.106188209,0.110882009,0.124790599,0.128767581,0.136294038,0.144764715,0.151422753,0.158974477,0.166534624
Non-Annex_I,Ukraine +,MDA,"Moldova, Republic of",2F1a,Commerical refrigeration,HFC-143a,fossil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000054,0.000357,0.000597,0.000726,0.000905,0.001022,0.001136,0.001256,0.001361527,0.001419082,0.001481809,0.001667681,0.001720829,0.001821411,0.001934612,0.002023589,0.002124509,0.002225542
Non-Annex_I,Ukraine +,MDA,"Moldova, Republic of",2F1a,Commerical refrigeration,HFC-32,fossil,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.000164,0.000247,0.000371,0.0005,0.000995,0.00146,0.001559,0.001856,0.0023,0.002785,0.00338,0.003663982,0.003818866,0.00398767,0.004487867,0.004630892,0.004901567,0.0052062,0.005445644,0.005717228,0.005989115
Non-Annex_I,Ukraine +,MDA,"Moldova, Republic of",2F8,Electrical Equipment,SF6,fossil,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000002,0.0000002,0.000002,0.000011,0.000015,0.000018,0.000019,0.000023,0.000024,0.000026,0.000028,2.90E-05,3.00E-05,3.09E-05,3.18E-05,3.28E-05,3.37E-05,3.46E-05,3.56E-05,3.66E-05,3.75E-05
Non-Annex_I,Eastern_Africa,MDG,Madagascar,2F9,Other F-gas use,HCFC-141b,fossil,5.33E-07,7.29E-06,6.40E-05,0.000209775,0.000372101,0.00053455,0.000637077,0.000682585,0.000811379,0.000919511,0.00107583,0.00128813,0.00101659,0.00111985,0.00116769,0.00123329,8.65E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Non-Annex_I,Eastern_Africa,MDG,Madagascar,2F9,Other F-gas use,HCFC-142b,fossil,0.000188932,0.000218692,0.000261584,0.000283288,0.000296127,0.000315799,0.000333098,0.000355146,0.000371588,0.000412142,0.0004761,0.000511609,0.000318142,0.000367217,0.000415286,0.000453134,0.000269462,0.000203572,0.000137681,0.000137681,0.000137681,0.000137681,0.000137681,0.000137681,0.000137681,0.000137681,0.000137681,0.000137681,0.000137681,0.000137681,0.000137681,0.000137681,0.000137681,0.000137681
Non-Annex_I,Eastern_Africa,MDG,Madagascar,2F1a,Commerical refrigeration,HFC-125,fossil,0,0,0,0,0,0,0,0,8.29E-05,0.001821167,0.004988443,0.008515731,0.012207732,0.015972963,0.020556155,0.025496592,0.02630145,0.025148093,0.025217621,0.025985492,0.023047244,0.022234051,0.022832035,0.023928427,0.02502482,0.026121212,0.028958558,0.031650062,0.034768016,0.037650284,0.040547526,0.043513347,0.046428458,0.049354516
Non-Annex_I,Eastern_Africa,MDG,Madagascar,2F1a,Commerical refrigeration,HFC-134a,fossil,0.000135312,0.000545637,0.000726018,0.00090507,0.003069577,0.005234085,0.007398592,0.009563099,0.011727606,0.013892114,0.031765374,0.043811713,0.053167027,0.063824882,0.075967126,0.090412426,0.092322346,0.094232267,0.096142187,0.098052108,0.099962028,0.101871949,0.103781869,0.10569179,0.122825749,0.146501195,0.171959614,0.193775639,0.221593523,0.246624299,0.271512527,0.297424823,0.322701924,0.348061132
Non-Annex_I,Eastern_Africa,MDG,Madagascar,2F1a,Commerical refrigeration,HFC-143a,fossil,0,0,0,0.000100645,0.00025304,0.000587911,0.001243973,0.001946885,0.002942346,0.004150248,0.005483996,0.006706025,0.008100985,0.009630295,0.010898753,0.013374141,0.014696187,0.015485972,0.016468631,0.016747668,0.016468222,0.017027158,0.017586094,0.018145031,0.018703967,0.019262904,0.022481371,0.026262152,0.030912936,0.03479628,0.03890125,0.043114282,0.047181398,0.05130977
Non-Annex_I,Eastern_Africa,MDG,Madagascar,2F4,Aerosols,HFC-152a,fossil,3.06E-05,0.003358299,0.006603343,0.009671017,0.013334808,0.016959369,0.020574717,0.023922619,0.027706943,0.03118661,0.033498595,0.031578755,0.033684076,0.035644056,0.035323228,0.032055427,0.038030857,0.044006286,0.049981716,0.055957145,0.06075485,0.061859488,0.059459162,0.061223239,0.061789313,0.061515123,0.06138956,0.06558853,0.068581039,0.070936344,0.074118606,0.076961964,0.079755606,0.08269536
Non-Annex_I,Eastern_Africa,MDG,Madagascar,2F4,Aerosols,HFC-227ea,fossil,0,0,0,0,0,3.94E-05,0.000164504,0.000332676,0.00065413,0.001011401,0.001560759,0.00213581,0.002760057,0.003421818,0.004026502,0.004110773,0.004513208,0.004709428,0.00474377,0.00487024,0.005019365,0.004957384,0.004867688,0.005077366,0.005332662,0.005535668,0.005788756,0.005980197,0.006270133,0.006514955,0.006757021,0.007015962,0.007264572,0.007514444
Non-Annex_I,Eastern_Africa,MDG,Madagascar,2F2a,Closed cell foam,HFC-245fa,fossil,0,0,0,0,0,0,0,0,0,0,0,0,2.20E-05,0.002515234,0.002298715,0.002438719,0.004904715,0.006871206,0.010252905,0.012951226,0.01491038,0.015716101,0.016521552,0.016097002,0.017127288,0.018693091,0.019311877,0.021281467,0.022507446,0.023778898,0.025267905,0.026596717,0.027959807,0.029353444
Non-Annex_I,Eastern_Africa,MDG,Madagascar,2F1a,Commerical refrigeration,HFC-32,fossil,0,0,0,0,0,0,0,0,0,0.000681358,0.001362716,0.002043951,0.002725135,0.00340629,0.004087415,0.004502642,0.003588487,0.003644917,0.003701347,0.003757777,0.007727543,0.005989578,0.004469579,0.004352032,0.005803719,0.007355404,0.007355404,0.007355404,0.007355404,0.007355404,0.007355404,0.007355404,0.007355404,0.007355404
Non-Annex_I,Eastern_Africa,MDG,Madagascar,2F2a,Closed cell foam,HFC-365mfc,fossil,0,0,0,0,0,0,0,0,0,9.46E-05,0.000189184,0.000283776,0.000378368,0.00047296,0.000536149,0.000604388,0.001518387,0.002319314,0.003590457,0.004789935,0.00564935,0.00593325,0.006493083,0.006826782,0.006946206,0.006807342,0.007012344,0.007394696,0.008008136,0.008408401,0.008873753,0.009366772,0.00981965,0.010290067
Non-Annex_I,Mexico,MEX,Mexico,2C,Production of metals,C2F6,fossil,0.00222799,0.00220889,0.0005742,0.0008283,0.0009537,0.000343629,0.00202811,0.00218975,0.00160805,0.00144293,0.0012852,0.000927,0.000702,0.000264,,,,,,,,,,,,,,,,0,0,,,
Non-Annex_I,Mexico,MEX,Mexico,2C,Production of metals,CF4,fossil,0.0486108,0.0481939,0.012528,0.018072,0.020808,0.00645606,0.038104,0.0411407,0.0303055,0.0269765,0.02448,0.01751,0.01287,0.005104,,,,,,,,,,,,,,,,0,0,,,
Non-Annex_I,Mexico,MEX,Mexico,2F9,Other F-gas use,HCFC-141b,fossil,5.41E-05,0.000911729,0.00837588,0.0274592,0.0529836,0.066746,0.0870471,0.100302,0.122933,0.138676,0.174745,0.191678,0.208469,0.200698,0.207873,0.217024,0.0753741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Non-Annex_I,Mexico,MEX,Mexico,2F9,Other F-gas use,HCFC-142b,fossil,0.0191936,0.0273627,0.0342225,0.0370818,0.0421656,0.039432,0.0455129,0.0521869,0.0562996,0.0621574,0.0773323,0.0761291,0.0652404,0.0658118,0.0739293,0.0797383,0.0546744,0.0459851,0.0372958,0.03295115,0.03295115,0.03295115,0.03295115,0.03295115,0.03295115,0.03295115,0.03295115,0.03295115,0.03295115,0.03295115,0.03295115,0.03295115,0.03295115,0.03295115
Non-Annex_I,Mexico,MEX,Mexico,2F1a,Commerical refrigeration,HFC-125,fossil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041244984,0.089367895,0.140413346,0.194555241,0.225608792,0.256619941,0.290898393,0.328794545,0.370779734,0.391524581,0.41927212,0.448986141,0.475054943,0.502898397,0.530773823,0.558036384,0.585696864
Non-Annex_I,Mexico,MEX,Mexico,2F1c,Industrial refrigeration,HFC-125,fossil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000120026,0.000277861,0.000447397,0.000631738,0.000830183,0.00173291,0.003393746,0.003393746,0.004248267,0.005086719,0.005651044,0.006403476,0.007121879
Non-Annex_I,Mexico,MEX,Mexico,2F1d,Transport refrigeration,HFC-125,fossil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001057564,0.002291484,0.003600342,0.004988596,0.005784841,0.006579998,0.007458933,0.008430629,0.009507173,0.010039092,0.010750567,0.011512465,0.012180896,0.01289483,0.013609585,0.014308625,0.015017867
Non-Annex_I,Mexico,MEX,Mexico,2F1f,Stationary Air Conditioning,HFC-125,fossil,0,0,0,0,0,0,0,0,0,0,0,0.000046188,0.000111647,0.00018789,0.000275721,0.000375849,0.000489217,0.00428792,0.010220679,0.017226775,0.032883845,0.049635194,0.085534268,0.115085196,0.145627816,0.182605111,0.212883142,0.250976262,0.295885732,0.333645939,0.373900205,0.414874852,0.454537892,0.49483521
Non-Annex_I,Mexico,MEX,Mexico,2F6,Other ODS,HFC-134,fossil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001135,0.003917169,0.00802684,0.000256639,0.000254714,0.000254714,0,,,,
Non-Annex_I,Mexico,MEX,Mexico,2F1a,Commerical refrigeration,HFC-134a,fossil,0,0,0,0,0,0.001023808,0.003071425,0.006142849,0.012285698,0.024571396,0.04540928,0.066835834,0.078967215,0.10128378,0.120374076,0.146184277,0.182169117,0.235288576,0.306103236,0.365781062,0.42994008,0.459676724,0.481165717,0.509986808,0.545328348,0.579545377,0.618347827,0.659527452,0.703450174,0.744751773,0.786886422,0.829339412,0.871302491,0.913486063
Non-Annex_I,Mexico,MEX,Mexico,2F1b,Domestic refrigeration,HFC-134a,fossil,0,0,0,0,0,0.000925397,0.00277619,0.00555238,0.011104759,0.022209519,0.041044402,0.005570669,0.061906171,0.0724396,0.079753728,0.090769078,0.103280436,0.121551796,0.141151852,0.153353524,0.166280207,0.176507435,0.183402501,0.188656414,0.196303476,0.20332006,0.217071163,0.231470612,0.24682525,0.26132698,0.276078919,0.290948355,0.305656056,0.320432415
Non-Annex_I,Mexico,MEX,Mexico,2F1c,Industrial refrigeration,HFC-134a,fossil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000249654,0.00057795,0.000930586,0.001314016,0.001726782,0.003604452,0.007058992,0.007058992,0.008836395,0.010580376,0.011754171,0.013319231,0.01481351
Non-Annex_I,Mexico,MEX,Mexico,2F1d,Transport refrigeration,HFC-134a,fossil,0,0,0,0,0,0.000620621,0.001861863,0.003723727,0.007447454,0.014894908,0.027526601,0.038605671,0.043857978,0.053358103,0.060779647,0.071281211,0.084604827,0.103454625,0.126380518,0.14359044,0.162019416,0.174197767,0.183160929,0.193430931,0.206177237,0.218336078,0.233092657,0.248559034,0.265051668,0.280623531,0.296467156,0.31243653,0.328231484,0.344100802
Non-Annex_I,Mexico,MEX,Mexico,2F1e,Mobile Air Conditioning,HFC-134a,fossil,0,0,0,0,0,0.006256654,0.018769963,0.037539925,0.07507985,0.1501597,0.277503316,0.390367209,0.447502987,0.540095238,0.617361194,0.728431049,0.946926501,1.24229514,1.538144403,1.675506731,1.842966504,1.997094998,2.114711154,2.242638605,2.399321954,2.4694048,2.636417534,2.811304695,2.997793024,3.173922432,3.353090731,3.533686077,3.712317094,3.891781982
Non-Annex_I,Mexico,MEX,Mexico,2F1f,Stationary Air Conditioning,HFC-134a,fossil,0,0,0,0,0,0.00117352,0.00352056,0.007041119,0.014082239,0.028164477,0.05204949,0.078481718,0.09422459,0.123809498,0.21019347,0.271453912,0.344055174,0.443012584,0.571613682,0.678534629,0.793634269,0.869971266,0.930685595,0.98531406,1.05256937,1.120566175,1.19635319,1.275713463,1.360338111,1.44026209,1.521565056,1.603515587,1.684574746,1.766012298
Non-Annex_I,Mexico,MEX,Mexico,2F2a,Closed cell foam,HFC-134a,fossil,0,0,0,0,0,0,0,0,0,0,0.000967809,0.001265283,0.001585166,0.001944172,0.002375073,0.002854376,0.003624455,0.00467341,0.005837103,0.006554152,0.007368111,0.007978456,0.008442765,0.008930899,0.009533449,0.009942708,0.010615161,0.011319319,0.012070188,0.012779348,0.013500744,0.014227885,0.014947118,0.015669708
Non-Annex_I,Mexico,MEX,Mexico,2F4,Aerosols,HFC-134a,fossil,0,0,0,0,0,0.001,0.002,0.004,0.006,0.01,0.016360583,0.021389307,0.026796854,0.032865763,0.040150047,0.048252539,0.061270553,0.079002883,0.09867484,0.110796379,0.124556166,0.134873899,0.142722934,0.150974721,0.161160688,0.168079108,0.179446767,0.191350396,0.204043654,0.216031836,0.228226859,0.240519013,0.252677466,0.264892677
Non-Annex_I,Mexico,MEX,Mexico,2F1a,Commerical refrigeration,HFC-143a,fossil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048744072,0.105616603,0.165943046,0.229928921,0.266628572,0.303278112,0.34378901,0.388575371,0.438194232,0.462710869,0.495503415,0.530619985,0.561428569,0.594334469,0.627278154,0.659497544,0.692187202
Non-Annex_I,Mexico,MEX,Mexico,2F1d,Transport refrigeration,HFC-143a,fossil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001249848,0.002708118,0.00425495,0.005895613,0.00683663,0.007776362,0.008815103,0.009963471,0.01123575,0.011864381,0.012705216,0.013605641,0.014395605,0.015239346,0.016084056,0.016910194,0.017748391
Non-Annex_I,Mexico,MEX,Mexico,2F4,Aerosols,HFC-152a,fossil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082694949,0.170429894,0.163669898,0.1602149,0.211329868,0.753896376,1.602056695,2.290520457,2.921633986,3.330763409,3.622017734,3.803118621,4.096946833,4.352341307,4.595782498,4.860003791,5.11435611
Non-Annex_I,Mexico,MEX,Mexico,2F3,Fire Extinguishers,HFC-227ea,fossil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001854065,0.003361424,0.004002493,0.006284415,0.009492337,0.0117642,0.014579803,0.017344932,0.019962464,0.022695219,0.025400357,0.028085499
Non-Annex_I,Mexico,MEX,Mexico,2E,Production of halocarbons and SF6,HFC-23,fossil,0.0613,0.0712,0.0457,0.0702,0.0561,0.0522,0.1316,0.1346,0.1058,0.1459,0.1052,0.0782,0.1207,0.1249,0.1249,0.2141,0.3052,0.3453,0.3421,0.3105,0.3079,0.2882,0.1921,0.18,0.2248,0.1159,0.1164,0.1456,0.1456,0.1555,0.1654,0.179263108,0.194288162,0.207217549
Non-Annex_I,Mexico,MEX,Mexico,2F3,Fire Extinguishers,HFC-236fa,fossil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000761725,0.002856744,0.003381154,0.005235362,0.005991599,0.006441072,0.006763125,0.007272379,0.007699306,0.008118717,0.008570582,0.009003316
Non-Annex_I,Mexico,MEX,Mexico,2F2a,Closed cell foam,HFC-245fa,fossil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13723,0.2463051,0.257500575,0.272597522,0.270189334,0.341589165,0.41575692,0.429384569,0.464554357,0.567606336,0.549450721,0.549450721,0.577749509,0.581130567,0.591690515,0.605770447,0.615110759
Non-Annex_I,Mexico,MEX,Mexico,2F1c,Industrial refrigeration,HFC-32,fossil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000110424,0.000255632,0.000411605,0.000581199,0.000763769,0.001594277,0.003122246,0.003122246,0.003908405,0.004679781,0.005198959,0.005891197,0.006552128
Non-Annex_I,Mexico,MEX,Mexico,2F1f,Stationary Air Conditioning,HFC-32,fossil,0,0,0,0,0,0,0,0,0,0,0,0.000046188,0.000111647,0.00018789,0.000275721,0.000375849,0.000489217,0.00428792,0.010220679,0.017226775,0.032883845,0.049635194,0.085534268,0.115085196,0.145627816,0.182605111,0.212883142,0.250976262,0.295885732,0.333645939,0.373900205,0.414874852,0.454537892,0.49483521
Non-Annex_I,Mexico,MEX,Mexico,2F2a,Closed cell foam,HFC-365mfc,fossil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001002825,0.001069339,0.009651966,0.022275221,0.043012515,0.064482957,0.082759954,0.102921532,0.122891204,0.14236062,0.162227508
Non-Annex_I,Mexico,MEX,Mexico,2F5,Solvents,HFC-43-10-mee,fossil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007338281,0.018623411,0.01158443,0.0050488,0.0119947,0.009418245,0.007395211,0.008177348,0.008959485,0.007565329,0.006388112,0.0057917
Non-Annex_I,Mexico,MEX,Mexico,2C,Production of metals,SF6,fossil,0.00099,0.00061,0.00056,0.00069,0.00078,0.00074,0.00058,0.00034,0.00042,0.00048,0.00075,0.00102,0.00152,0.00121,0.00107,0.00135,0.00183,0.0019,0.00211,0.00236,0.00261,0.00285,0.00308,0.00332,0.00356,0.00379,0.00403,0.00427,0.0045,0.004736667,0.004972222,0.005206296,0.005441728,0.005676749
Non-Annex_I,Mexico,MEX,Mexico,2F8,Electrical Equipment,SF6,fossil,0.001379191,0.001490979,0.00168383,0.001850426,0.00199186,0.002086916,0.00245477,0.002564304,0.002647576,0.002771032,0.002978114,0.003459438,0.003988326,0.004526894,0.004977237,0.005236955,0.005362124,0.006027293,0.006152462,0.006197631,0.0067228,0.007036427,0.007270053,0.008157016,0.010830433,0.008308354,0.009217205,0.010619503,0.011681453,0.012805819,0.013930186,0.015231419,0.016654201,0.017936995
Non-Annex_I,Mexico,MEX,Mexico,2F9,Other F-gas use,SF6,fossil,0.00676,0.01026,0.013,0.01105,0.0113,0.01189,0.01094,0.01189,0.01372,0.01284,0.0103,0.00614,0.00669,0.00621,0.00314,0.00208,0.00088,0.00093,0.00093,0.00096,0.00095,0.00095,0.00096,0.00097,0.00098,0.00098,0.00099,0.001,0.001,0.001006667,0.001012222,0.001016296,0.001021728,0.001026749
Non-Annex_I,Central Europe,MKD,"Macedonia, the former Yugoslav Republic of",2F9,Other F-gas use,HCFC-141b,fossil,4.63E-06,0.000126575,0.00130104,0.00427679,0.00839836,0.0126027,0.0144889,0.014696,0.0171581,0.0192847,0.0211352,0.0211618,0.0229642,0.0226963,0.0236729,0.0252777,0.0068151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Non-Annex_I,Central Europe,MKD,"Macedonia, the former Yugoslav Republic of",2F9,Other F-gas use,HCFC-142b,fossil,0.00164125,0.00379877,0.00531581,0.00577552,0.00668357,0.00744537,0.00757555,0.00764629,0.00785793,0.00864376,0.00935325,0.0084048,0.00718663,0.00744246,0.0084192,0.00928746,0.00609327,0.00504604,0.00399882,0.00347521,0.00347521,0.00347521,0.00347521,0.00347521,0.00347521,0.00347521,0.00347521,0.00347521,0.00347521,0.00347521,0.00347521,0.00347521,0.00347521,0.00347521
Non-Annex_I,Central Europe,MKD,"Macedonia, the former Yugoslav Republic of",2F1a,Commerical refrigeration,HFC-134a,fossil,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001730769,0.254253846,0.2863,0.077761538,0.1745,0.211038462,0.22113173,0.274081866,0.286569935,0.313961294,0.327879434,0.355427313,0.370451987,0.386826943,0.435348949,0.449223192,0.47548026,0.505031366,0.528258838,0.554604054,0.580978652
Non-Annex_I,Western_Africa,MLI,Mali,2F1a,Commerical refrigeration,HFC-125,fossil,0,0,0,0,0,0,0,0,0.000049761,0.001093431,0.002995069,0.005112858,0.007329542,0.009590193,0.012341949,0.015308195,0.015791433,0.015098956,0.0151407,0.015601731,0.013837602,0.01334936,0.01370839,0.014366666,0.015024942,0.015683218,0.017386764,0.019002748,0.020874773,0.022605291,0.0243448,0.026125485,0.027875722,0.029632532
Non-Annex_I,Western_Africa,MLI,Mali,2F1a,Commerical refrigeration,HFC-134a,fossil,8.12E-05,0.000327601,0.000435902,0.000543405,0.001842979,0.003142553,0.004442126,0.0057417,0.007041274,0.008340847,0.019071982,0.026304623,0.031921569,0.038320561,0.045610785,0.054283766,0.055430485,0.056577204,0.057723924,0.058870643,0.060017362,0.061164082,0.062310801,0.063457521,0.073744777,0.087959553,0.103244829,0.116343205,0.133045107,0.148073625,0.163016557,0.178574341,0.193750752,0.208976461
Non-Annex_I,Western_Africa,MLI,Mali,2F1a,Commerical refrigeration,HFC-143a,fossil,0,0,0,6.04E-05,0.000151926,0.000352983,0.000746884,0.001168913,0.001766589,0.002491816,0.0032926,0.004026308,0.004863844,0.005782045,0.006543629,0.008029856,0.008823615,0.009297803,0.009887793,0.010055327,0.009887547,0.010223133,0.010558719,0.010894306,0.011229892,0.011565478,0.013497851,0.015767838,0.018560176,0.020891742,0.023356372,0.025885884,0.028327786,0.030806468
Non-Annex_I,Western_Africa,MLI,Mali,2F4,Aerosols,HFC-152a,fossil,1.84E-05,0.002016328,0.003964657,0.005806494,0.00800624,0.010182432,0.012353093,0.014363179,0.016635293,0.018724491,0.02011261,0.018959935,0.020223973,0.021400748,0.021208123,0.01924613,0.022833787,0.026421445,0.030009102,0.03359676,0.036477309,0.037140536,0.035699377,0.036758531,0.037098403,0.036933779,0.036858391,0.039379459,0.041176166,0.042590295,0.04450093,0.046208087,0.047885393,0.049650426
Non-Annex_I,Western_Africa,MLI,Mali,2F4,Aerosols,HFC-227ea,fossil,0,0,0,0,0,2.37E-05,9.88E-05,0.000199739,0.000392741,0.000607247,0.000937082,0.001282344,0.001657142,0.002054465,0.002417518,0.002468115,0.002709737,0.002827548,0.002848167,0.0029241,0.003013635,0.002976421,0.002922568,0.003048459,0.003201739,0.003323624,0.003475578,0.00359052,0.003764598,0.003911589,0.004056926,0.004212395,0.004361661,0.004511685
Non-Annex_I,Western_Africa,MLI,Mali,2F2a,Closed cell foam,HFC-245fa,fossil,0,0,0,0,0,0,0,0,0,0,0,0,0.000013217,0.001510151,0.001380152,0.001464211,0.002944799,0.004125483,0.006155861,0.007775937,0.008952216,0.009435972,0.009919566,0.009664666,0.010283251,0.011223362,0.011594882,0.012777427,0.013513507,0.014276889,0.015170891,0.015968712,0.016787114,0.017623856
Non-Annex_I,Western_Africa,MLI,Mali,2F1a,Commerical refrigeration,HFC-32,fossil,0,0,0,0,0,0,0,0,0,0.000409088,0.000818177,0.001227192,0.001636175,0.002045142,0.00245409,0.002703394,0.002154534,0.002188414,0.002222295,0.002256176,0.004639629,0.003596152,0.002683542,0.002612967,0.003484562,0.004416196,0.004416196,0.004416196,0.004416196,0.004416196,0.004416196,0.004416196,0.004416196,0.004416196
Non-Annex_I,Western_Africa,MLI,Mali,2F2a,Closed cell foam,HFC-365mfc,fossil,0,0,0,0,0,0,0,0,0,5.68E-05,0.000113586,0.00017038,0.000227173,0.000283966,0.000321905,0.000362876,0.000911642,0.00139252,0.002155716,0.002875884,0.003391879,0.003562333,0.003898458,0.004098811,0.004170513,0.004087139,0.004210223,0.004439787,0.004808098,0.005048418,0.005327816,0.005623826,0.005895735,0.006178174
Annex_I,Central Europe,MLT,Malta,2F9,Other F-gas use,HCFC-141b,fossil,3.65E-06,6.33E-05,0.000590179,0.00201037,0.00393251,0.0060249,0.0070185,0.00727602,0.00827311,0.00894391,0.00952328,0.0106575,0.0117731,0.0109186,0.0105477,0.0109277,0.00290474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Annex_I,Central Europe,MLT,Malta,2F9,Other F-gas use,HCFC-142b,fossil,0.00129512,0.00189931,0.00241137,0.00271486,0.00312959,0.00355937,0.00366965,0.00378568,0.00378884,0.00400882,0.00421446,0.00423283,0.00368439,0.00358036,0.00375124,0.00401501,0.00262132,0.00206293,0.00150455,0.00150455,0.00150455,0.00150455,0.00150455,0.00150455,0.00150455,0.00150455,0.00150455,0.00150455,0.00150455,0.00150455,0.00150455,0.00150455,0.00150455,0.00150455
Annex_I,Central Europe,MLT,Malta,2F1a,Commerical refrigeration,HFC-125,fossil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000941976,0.003750665,0.003874578,0.005036202,0.006313924,0.007748848,0.009463074,0.012387313,0.014159379,0.015622164,0.01634199,0.017431355,0.017712393,0.015812347,0.014148113,0.013328696,0.012785033,0.011775928,0.0109852
Annex_I,Central Europe,MLT,Malta,2F1d,Transport refrigeration,HFC-125,fossil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62E-05,0.000115856,0.000156139,0.000174672,0.000198301,0.000204787,0.000218455,0.000233282,0.000236293,0.000247876,0.000262702,0.000273822,0.000292123,0.000314363,0.00033915,0.000364401,0.000410551,0.00045524,0.000493937,0.000537116
Annex_I,Central Europe,MLT,Malta,2F1f,Stationary Air Conditioning,HFC-125,fossil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000289543,0.000804626,0.001610191,0.002182143,0.002688934,0.003291463,0.003809293,0.004955074,0.005514278,0.005967669,0.007008859,0.007598806,0.008176875,0.008181205,0.00860873,0.008797623,0.009259433,0.009618843,0.009955547
Annex_I,Central Europe,MLT,Malta,2F1a,Commerical refrigeration,HFC-134a,fossil,0,0,0,0,0,0,0,0,0,0,0,0.001733449,0.002821229,0.002256983,0.002983613,0.003786927,0.006330079,0.00567144,0.007440458,0.01160263,0.011106326,0.011494851,0.013956399,0.012267131,0.011317846,0.009984749,0.0101808,0.012114722,0.010579253,0.009114625,0.008054001,0.0068228,0.005570649,0.004389323
