# File: A_demand_food_nonstaples.csv
# Title: Final demand (gcam-consumer) info
# Units: Various
# Description: Info related to gcam-consumer objects. The income elasticity is lowered when separating food waste.
# Source: RYC STW and RPL analysis. Lowered to 0.33 from 0.88 with food waste separation
# Column types: cccnnn
# ----------
gcam.consumer,nodeInput,non.staples.food.demand.input,scale.param,self.price.elasticity,income.elasticity
FoodDemand,FoodDemand,FoodDemand_NonStaples,1.297285033,-0.080569246,0.33
