; historical from hector_ceds CMIP7 release (CEDS v2025_03_18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
; commit 59a4b009229a84e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
; there should be no emissions after emissions-switch-year otherwise hector will get a mix of these input emissions and gcam's emissions ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
; date Thu Mar 27 12:03:55 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
; UNITS:, Tg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Tg CH4, Tg CO, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, NA, Gg, Tg N, Tg, Tg NMVOC, Tg N, Tg, W/m2, Gg, Gg S, W/m2, Pg C/yr, Pg C/yr, Gg, Gg, Gg, Pg C/yr, Pg C/yr
Date,BC_emissions,C2F6_emissions,CCl4_emissions,CF4_emissions,CFC113_emissions,CFC114_emissions,CFC115_emissions,CFC11_emissions,CFC12_emissions,CH3Br_emissions,CH3CCl3_emissions,CH3Cl_emissions,CH4_emissions,CO_emissions,HCFC141b_emissions,HCFC142b_emissions,HCFC22_emissions,HFC125_emissions,HFC134a_emissions,HFC143a_emissions,HFC227ea_emissions,HFC23_emissions,HFC245fa_emissions,HFC32_emissions,HFC365_emissions,HFC4310_emissions,N2O_emissions,NH3_emissions,NMVOC_emissions,NOX_emissions,OC_emissions,RF_albedo,SF6_emissions,SO2_emissions,SV,daccs_uptake,ffi_emissions,halon1211_emissions,halon1301_emissions,halon2402_emissions,luc_emissions,luc_uptake
1879,3.338311275,3.23E-04,0.024856862,0.010810868,0,0,0,0,0,104.88028,0,4264.8396,51.1482071,439.8569958,0,0,0,0,0,0,5.47E-06,0,0,4.91E-04,0,0,0.893272834,10.57264021,71.52743554,4.503086702,20.78200213,-0.057269353,0,5451.296205,0.188659304,0,0.208256879,0.007723273,0,0,0.678615294,0
1880,3.33561716,3.29E-04,0.024856862,0.010810144,0,0,0,0,0,104.88174,0,4264.9162,51.61796958,436.1311916,0,0,0,0,0,0,5.51E-06,0,0,4.95E-04,0,0,0.888763763,10.59058644,70.64118761,4.451474237,20.62983899,-0.05838188,0,5929.464448,0.15238703,0,0.235700734,0.007723273,0,0,0.684857424,0
1881,3.376039691,3.34E-04,0.024856862,0.011551088,0,0,0,0,0,104.92914,0,4267.4079,52.23660725,439.7975157,0,0,0,0,0,0,5.55E-06,0,0,4.99E-04,0,0,0.900592533,10.64240888,71.15999275,4.59586706,20.62713217,-0.059494407,0,6142.117922,0.148042519,0,0.241477251,0.007723273,0,0,0.722626203,0
1882,3.359693473,3.39E-04,0.024856862,0.011550379,0,0,0,0,0,104.92759,0,4267.3266,52.69687974,434.9632857,0,0,0,0,0,0,5.59E-06,0,0,5.04E-04,0,0,0.894085383,10.69798387,70.1890112,4.476881859,20.46132215,-0.060606933,0,6404.047565,0.187436202,0,0.2550023,0.007723273,0,0,0.674378608,0
1883,3.33403799,3.45E-04,0.024856862,0.010810957,0,0,0,0,0,104.95902,0,4268.979,52.93787358,427.1377283,0,0,0,0,0,0,5.62E-06,0,0,5.08E-04,0,0,0.885875036,10.64329265,68.49123952,4.411225135,20.01473787,-0.06171946,0,6712.974906,-0.324594054,0,0.270825756,0.007723273,0,0,0.681454028,0
1884,3.392587705,3.50E-04,0.024856862,0.010810972,0,0,0,0,0,104.93535,0,4267.7345,53.66368184,435.6078088,0,0,0,0,0,0,5.66E-06,0,0,5.12E-04,0,0,0.905680061,10.7934501,70.01502294,4.576625994,20.31488504,-0.062831987,0,6832.960295,-1.815061861,0,0.274577428,0.007723273,0,0,0.684683542,0
1885,3.398494742,3.56E-04,0.024856862,0.011550438,0,0,0,0,0,104.93798,0,4267.8727,54.21394835,437.3148202,0,0,0,0,0,0,5.69E-06,0,0,5.16E-04,0,0,0.913662451,10.92075464,70.36671542,4.564428223,20.50873261,-0.063944514,0,6888.387265,-0.642019714,0,0.277727867,0.007723273,0,0,0.690863781,0
1886,3.407438564,3.62E-04,0.024856862,0.011550467,0,0,0,0,0,104.9357,0,4267.7531,54.65213226,437.0798756,0,0,0,0,0,0,5.73E-06,0,0,5.20E-04,0,0,0.917276373,10.9812046,70.28281363,4.612066099,20.36550371,-0.06519373,0,6949.235911,-0.085245382,0,0.283176056,0.007723273,0,0,0.691934912,0
1887,3.450350632,3.68E-04,0.024856862,0.011550497,0,0,0,0,0,104.94903,0,4268.4538,55.44475283,442.3610629,0,0,0,0,0,0,5.77E-06,0,0,5.24E-04,0,0,0.930953691,11.11851395,71.20446542,4.701251412,20.62237696,-0.066541645,0,7215.477301,-0.025019475,0,0.297922396,0.007723273,0,0,0.691885463,0
1888,3.536375894,3.74E-04,0.024856862,0.011550526,0,0,0,0,0,104.91459,0,4266.6433,56.56798885,451.9200134,0,0,0,0,0,0,5.80E-06,0,0,5.28E-04,0,0,0.950806758,11.32263773,72.78193006,4.825831003,21.08518207,-0.067889559,0,7871.387847,0.135007303,0,0.328952535,0.007723273,0,0,0.691539784,0
1889,3.509075103,3.81E-04,0.024856862,0.011550556,0,0,0,0,0,104.95877,0,4268.9657,56.85606552,448.0377885,0,0,0,0,0,0,5.84E-06,0,0,5.32E-04,0,0,0.951793804,11.34413699,72.10831954,4.823253393,20.84119753,-0.069237474,0,7880.90623,0.185818909,0,0.329126852,0.007723273,0,0,0.691049208,0
1890,3.570018064,3.87E-04,0.024856862,0.011550586,0,0,0,0,0,104.9317,0,4267.5425,57.79204086,453.6140293,0,0,0,0,0,0,5.87E-06,0,0,5.36E-04,0,0,0.97079427,11.47882062,72.88962647,4.911062017,21.07244643,-0.070585389,0,8467.138417,0.070301587,0,0.35714937,0.007723273,0,0,0.68776294,0
1891,3.5388841,3.94E-04,0.024856862,0.011550615,0,0,0,0,0,104.97344,0,4269.7366,57.92525703,444.4605703,0,0,0,0,0,0,5.91E-06,0,0,5.40E-04,0,0,0.95925019,11.40433564,70.95545984,4.85292142,20.49674231,-0.071933303,0,8810.338964,-0.102313757,0,0.373841272,0.007723273,0,0,0.684411407,0
1892,3.523593266,4.01E-04,0.024856862,0.011550645,0,0,0,0,0,104.99082,0,4270.6504,58.09226092,440.1386734,0,0,0,0,0,0,5.95E-06,0,0,5.45E-04,0,0,0.9568692,11.43159823,70.06087694,4.800593348,20.24681589,-0.073281218,0,8954.549672,0.077630856,0,0.377782989,0.007723273,0,0,0.69893132,0
1893,3.537992329,4.08E-04,0.024856862,0.012290126,0,0,0,0,0,104.97994,0,4270.0783,58.5291189,443.9207086,0,0,0,0,0,0,5.99E-06,0,0,5.49E-04,0,0,0.969967021,11.59876846,70.86646612,4.820632049,20.47619467,-0.074629132,0,8899.981678,0.186415602,0,0.375247624,0.007723273,0,0,0.699713125,0
1894,3.611086723,4.15E-04,0.024856862,0.01229017,0,0,0,0,0,104.93101,0,4267.5063,59.64710716,457.0787252,0,0,0,0,0,0,6.02E-06,0,0,5.52E-04,0,0,1.00119405,11.86978211,73.37994812,5.00062669,21.12489549,-0.075977047,0,9245.435722,0.192842999,0,0.388565879,0.007723273,0,0,0.715581396,0
1895,3.630316319,4.22E-04,0.024856862,0.011550763,0,0,0,0,0,104.96751,0,4269.4251,60.11044459,454.3851251,0,0,0,0,0,0,6.06E-06,0,0,5.57E-04,0,0,0.998996012,11.86821906,72.59953757,5.035879077,20.82145719,-0.077280337,0,9730.70026,0.193091045,0,0.411875077,0.007723273,0,0,0.720945096,0
1896,3.576781766,4.30E-04,0.024856862,0.012290244,0,0,0,0,0,104.96751,0,4269.4252,60.35864557,444.5609162,0,0,0,0,0,0,6.09E-06,0,0,5.61E-04,0,0,0.986091921,11.90345407,70.90602728,4.862077723,20.46642926,-0.078562376,0,10026.98679,0.193183461,0,0.424963094,0.007723273,0,0,0.723440788,0
1897,3.669033186,4.37E-04,0.024856862,0.012290288,0,0,0,0,0,104.99693,0,4270.9718,61.32482171,456.6520746,0,0,0,0,0,0,6.13E-06,0,0,5.65E-04,0,0,1.016197985,12.06011262,73.02754195,5.160416325,20.86503287,-0.079844415,0,10514.78579,0.193224412,0,0.444298547,0.007723273,0,0,0.725878271,0
1898,3.695077032,4.45E-04,0.02485618,0.012290333,0,0,0,0,0,105.01512,0,4271.9281,61.88689585,456.8077003,0,0,0,0,0,0,6.17E-06,0,0,5.69E-04,0,0,1.023840737,12.11607271,72.91376747,5.231956468,20.78215026,-0.081126454,0,11078.31687,0.193244382,0,0.467923415,0.007723236,0,0,0.72837657,0
1899,3.756487786,4.86E-04,0.024857703,0.012290377,0,0,0,0,0,104.97653,0,4269.8993,63.07059504,462.2466411,0,0,0,0,0,0,6.20E-06,0,0,5.73E-04,0,0,1.033625346,12.35097438,73.86289469,5.227835355,21.14942561,-0.082408493,0,12016.4809,0.19325204,0,0.508861982,0.007723233,0,0,0.728556158,0
1900,3.759472761,0.002392668,0.024856437,0.028558348,0,0,0,0,0,104.98481,0,4270.3344,63.68529786,459.7127336,0,0,0,0,0,0,6.24E-06,0,0,5.77E-04,0,0,1.036054054,12.40828133,73.33226442,5.234825781,21.03047849,-0.08385969,0,12584.11862,0.193249677,0,0.53600943,0.007723268,0,0,0.73057236,0
1901,3.780779592,0.004820097,0.024857442,0.047784449,0,0,0,0,0,105.04131,0,4273.3046,64.05396654,458.3080558,0,0,0,0,0,0,6.28E-06,0,0,5.82E-04,0,0,1.039764097,12.4172493,72.99729267,5.349471043,20.76377456,-0.085797378,0,13063.66939,0.193161684,0,0.555428563,0.007723268,0,0,0.796906313,0
1902,3.774871167,0.005778122,0.024856062,0.050743008,0,0,0,0,0,105.04898,0,4273.708,64.45740341,455.7320491,0,0,0,0,0,0,6.32E-06,0,0,5.86E-04,0,0,1.040661296,12.51301205,72.57373018,5.326115675,20.6208472,-0.087735066,0,13426.53418,0.09059744,0,0.570665897,0.007723268,0,0,0.800278636,0
1903,3.795647792,0.006957613,0.024857979,0.05591998,0,0,0,0,0,105.09555,0,4276.1561,65.03807622,451.3125057,0,0,0,0,0,0,6.36E-06,0,0,5.90E-04,0,0,1.036552393,12.52243467,71.41537451,5.332217912,20.29937152,-0.089672755,0,14484.99489,-0.708727474,0,0.620366707,0.007723268,0,0,0.829571146,0
1904,3.860572684,0.009436339,0.024855289,0.068491568,0,0,0,0,0,105.07939,0,4275.3063,65.97952192,463.9852198,0,0,0,0,0,0,6.39E-06,0,0,5.94E-04,0,0,1.067807011,12.80129031,74.05890421,5.555758542,20.91240235,-0.091610443,0,14754.13947,-0.26430884,0,0.629008055,0.007723268,0,0,0.856100074,0
1905,3.925875247,0.013412831,0.024859105,0.087718467,0,0,0,0,0,105.08907,0,4275.8152,66.74268151,469.0579994,0,0,0,0,0,0,6.43E-06,0,0,5.99E-04,0,0,1.079415214,12.90914765,74.7798206,5.721544031,21.00424446,-0.093548131,0,15660.4833,0.077583125,0,0.669211011,0.007723268,0,0,0.883090418,0
1906,3.961240793,0.018196454,0.024853655,0.11138246,0,0,0,0,0,105.10645,0,4276.7286,67.41865806,467.9964916,0,0,0,0,0,0,6.47E-06,0,0,6.03E-04,0,0,1.085354702,12.99979333,74.51358807,5.784465667,20.87854323,-0.095455511,0,16596.796,0.174940429,0,0.712474673,0.007723268,0,0,0.913945895,0
1907,4.105949098,0.016966195,0.025812945,0.10398923,0,0,0,0,0,105.14627,0,4278.822,69.20386272,482.5726838,0,0,0,0,0,0,6.51E-06,0,0,6.07E-04,0,0,1.113694779,13.24329067,76.87748381,6.09860228,21.42349467,-0.09692403,0,18259.90152,0.06203162,0,0.791515059,0.007723268,0,0,0.922997028,0
1908,4.08560808,0.021404879,0.029231937,0.12765503,0,0,0,0,0,105.12414,0,4277.6586,69.40505447,485.1549833,0,0,0,0,0,0,6.54E-06,0,0,6.11E-04,0,0,1.131923358,13.42046298,77.86473307,6.176203579,21.60344181,-0.09839255,0,17554.29388,0.125774211,0,0.767308314,0.007723268,0,0,0.932378464,0
1909,4.107826965,0.036714367,0.765086,0.21121463,0,0,0,0,0,105.16533,0,4279.824,69.87995578,482.4254112,0,0,0,0,0,0,6.58E-06,0,0,6.16E-04,0,0,1.135349467,13.46346681,77.33235037,6.230210525,21.3740112,-0.099861069,0,18397.18894,0.191777551,0,0.796970496,0.007723268,0,0,0.939463987,0
1910,4.193029442,0.042342327,1.0366888,0.24301505,0,0,0,0,0,105.14442,0,4278.7248,70.94575831,493.0304154,0,0,0,0,0,0,6.62E-06,0,0,6.20E-04,0,0,1.16084644,13.71292951,79.21746497,6.419184619,21.87186143,-0.101265035,0,19243.89824,0.191590191,0,0.836554846,0.007723268,0,0,0.945592087,0
1911,4.162048228,0.047217079,0.55672031,0.27037941,0,0,0,0,0,105.20214,0,4281.7592,71.38751811,484.2018932,0,0,0,0,0,0,6.66E-06,0,0,6.24E-04,0,0,1.153200705,13.65626681,77.43858537,6.412764792,21.291224,-0.102400122,0,19397.58926,0.191399622,0,0.852280318,0.007723268,0,0,0.887403675,0
1912,4.169418498,0.055977137,1.3372385,0.31844894,0,0,0,0,0,105.23472,0,4283.4718,72.07158039,480.2456267,0,0,0,0,0,0,6.70E-06,0,0,6.29E-04,0,0,1.152011695,13.68499442,76.41918266,6.428438621,20.99892233,-0.103535208,0,20054.03548,-0.248308447,0,0.894224471,0.007723268,0,0,0.85083987,0
1913,4.260402376,0.05934571,2.7874772,0.33694139,0,0,0,0,0,105.25437,0,4284.5046,73.81963432,490.2987103,0,0,0,0,0,0,6.74E-06,0,0,6.33E-04,0,0,1.173176659,13.8862682,78.0389724,6.666989279,21.33802675,-0.104670294,0,20895.82783,-0.309431692,0,0.965185393,0.007723268,0,0,0.82034848,0
1914,4.20666628,0.064801984,4.5655912,0.36726542,0,0,0,0,0,105.19867,0,4281.5767,73.94879695,497.0698324,0,0,0,0,0,0,6.77E-06,0,0,6.36E-04,0,0,1.203398498,14.19920314,80.22710953,6.693474088,21.89015088,-0.10580538,0,19159.57921,0.020398445,0,0.878313177,0.007723268,0,0,0.809204505,0
1915,4.174408693,0.084000629,6.2098372,0.47153519,0,0,0,0,0,105.2716,0,4285.4105,74.07639913,488.1357647,0,0,0,0,0,0,6.81E-06,0,0,6.41E-04,0,0,1.196557104,14.18338584,78.67167884,6.680382478,21.35273681,-0.106940466,0,19076.99151,0.164137539,0,0.865277208,0.007723268,0,0,0.797401958,0
1916,4.224467221,0.10465075,5.9968917,0.58467971,0,0,0,0,0,105.29863,0,4286.831,75.41761862,487.3640915,0,0,0,0,0,0,6.85E-06,0,0,6.46E-04,0,0,1.198705345,14.28778715,78.43088596,6.805408383,21.21075787,-0.108075552,0,20731.44176,0.189221758,0,0.928723333,0.007723268,0,0,0.799710226,0
1917,4.330084578,0.11034348,5.1585271,0.61870744,0,0,0,0,0,105.37275,0,4290.7275,76.83336834,498.7496968,0,0,0,0,0,0,6.89E-06,0,0,6.51E-04,0,0,1.227166714,14.43855058,80.40415638,7.187882961,21.48118278,-0.109210638,0,21613.31536,0.190183188,0,0.961253396,0.007723268,0,0,0.802745574,0
1918,4.332328648,0.10461425,4.2721672,0.58914082,0,0,0,0,0,105.37311,0,4290.7462,77.09426461,502.517405,0,0,0,0,0,0,6.93E-06,0,0,6.55E-04,0,0,1.246081633,14.63640874,81.40995503,7.293416526,21.65718698,-0.110345724,0,21390.4118,0.189976312,0,0.945568118,0.007723268,0,0,0.80603585,0
1919,4.141864013,0.10155164,3.196035,0.57214502,0,0,0,0,0,105.33647,0,4288.8202,76.50279478,495.8556712,0,0,0,0,0,0,6.96E-06,0,0,6.59E-04,0,0,1.251317609,14.84186845,81.67358195,7.146808622,21.56397054,-0.111519715,0,18289.08219,0.189760102,0,0.825468178,0.007723268,0,0,0.811159148,0
1920,4.278404076,0.071874804,4.0059497,0.41169313,0,0,0,0,0,105.40157,0,4292.2427,78.715776,505.821595,0,0,0,0,0,0,7.01E-06,0,0,6.64E-04,0,0,1.267423501,14.95607563,82.64524055,7.583157468,21.65323701,-0.112788815,0,20284.51745,0.189540707,0,0.946095463,0.007723268,0,0,0.813518455,0
1921,4.103881066,0.05599481,6.3575755,0.32444592,0,0,0,0,0,105.42979,0,4293.7261,77.56363745,492.9395564,0,0,0,0,0,0,7.05E-06,0,0,6.68E-04,0,0,1.265286142,14.91531303,80.94871924,7.478122219,21.10186984,-0.114057916,0,17330.09453,0.189318112,0,0.832691263,0.007723268,0,0,0.861299333,0
1922,4.10277287,0.10093674,7.5196689,0.56921203,0,0,0,0,0,105.47367,0,4296.0327,78.99024424,489.7387415,0,0,0,0,0,0,7.09E-06,0,0,6.73E-04,0,0,1.269454141,14.96599053,80.30072817,7.639578591,20.74530894,-0.115327016,0,18134.03061,0.087704577,0,0.880533181,0.007723268,0,0,0.853369204,0
1923,4.437266546,0.13753371,8.1995609,0.77479139,0,0,0,0,0,105.54539,0,4299.8026,82.04764073,523.5491948,0,0,0,0,0,0,7.13E-06,0,0,6.78E-04,0,0,1.321680885,15.36075519,85.37297934,8.275716033,21.79031667,-0.116596117,0,19933.00909,0.120937834,0,0.986045239,0.007723268,0,0,0.86148441,0
1924,4.327698058,0.14595489,10.064032,0.82730698,0,0,0,0,0,105.55899,0,4300.5175,82.55418228,507.5173701,0,0,0,0,0,0,7.17E-06,0,0,6.82E-04,0,0,1.312577959,15.2952369,82.48177157,8.121975134,21.16819604,-0.117865217,0,19942.87985,0.188631211,0,0.992573525,0.007723268,0,0,0.867663331,0
1925,4.360716305,0.15281139,9.887985,0.86947278,0,0,0,0,0,105.60265,0,4302.8128,83.61987132,510.8418258,0,0,0,0,0,0,7.21E-06,0,0,6.87E-04,0,0,1.352595194,15.69566887,83.1841397,8.360197693,21.17946989,-0.119134318,0,20113.688,0.188395742,0,1.010079497,0.007723268,0,0,0.870847171,0
1926,4.318384372,0.16877181,10.020584,0.96266008,0,0,0,0,0,105.65209,0,4305.4116,83.86423761,507.9992033,0,0,0,0,0,0,7.25E-06,0,0,6.92E-04,0,0,1.378521727,15.97516635,82.89786072,8.465833733,21.02361214,-0.120403418,0,20645.92642,0.188157062,0,1.009818615,0.007723268,0,0,0.875288161,0
1927,4.400558111,0.19366311,13.691728,1.1076116,0,0,0,0,0,105.65063,0,4305.3352,87.05069816,520.7447628,0,0,0,0,0,0,7.29E-06,0.004945027,0,6.96E-04,0,0,1.41288882,16.24309265,85.22066021,8.955742119,21.26763407,-0.121672519,0,21848.01639,0.187915087,0,1.09562112,0.007723268,0,0,0.914815243,0
1928,4.344527819,0.2132805,16.914307,1.2252077,0.020814729,0,0,0,0,105.59392,0,4302.3537,88.34021833,519.9913137,0,0,0,0,0,0,7.32E-06,0.030139896,0,6.99E-04,0,0,1.431413133,16.42331968,85.6548143,9.076799506,21.2672359,-0.122941619,0,21958.9028,0.163268495,0,1.098835465,0.007723269,0,0,0.918261907,0
1929,4.405276885,0.20802541,19.38339,1.2037865,0.33502494,0,0,0,0,105.60372,0,4297.9849,90.81654295,530.3357244,0,0,0,0,0,0,7.35E-06,0.003329301,0,7.02E-04,0,0,1.464138733,16.6653696,87.63422562,9.468121194,21.61178704,-0.12421072,0,23456.38243,0.008459436,0,1.180493851,0.007723266,0,0,0.945536477,0
1930,4.347317284,0.17035764,20.571834,0.99750344,1.1701026,0,0,0,0,105.91829,0,4287.8382,91.38660076,536.1361478,0,0,0,0,0,0,7.36E-06,-0.026051043,0,7.03E-04,0,0,1.49178435,16.88842517,89.87818238,9.346900055,22.17288532,-0.125479822,0,21709.46409,0.179911958,0,1.086969157,0.007723273,0,0,1.022800884,0
1931,4.098736936,0.11326202,21.232329,0.6766021,1.6600329,0,0,0,0,106.6887,0,4282.6938,90.36279973,505.69835,0,0,0,0,0,0,7.38E-06,-0.003829208,0,7.06E-04,0,0,1.453097466,16.71447702,84.78220772,8.709213481,20.9586255,-0.126748923,0,19178.13469,0.186915284,0,0.980202329,0.007723259,0,0,1.033130291,0
1932,4.066121202,0.085847633,23.837144,0.51911084,1.6167368,0,0,0,0,107.41813,0,4276.7559,90.90212511,510.4576892,0,0,0.005764349,0,0,0,7.40E-06,7.43E-04,0,7.08E-04,0,0,1.467130569,16.82974643,86.23217164,8.63333457,21.29420906,-0.128018025,0,17031.38788,0.042542621,0,0.887463599,0.007723289,0,0,0.934985061,0
1933,4.05586862,0.1016274,28.120028,0.61081444,1.6336582,0,0,0,0,108.09758,0,4271.2585,92.63683116,508.2975462,0,0,0.14482802,0,0,0,7.43E-06,8.08E-04,0,7.11E-04,0,0,1.459677352,16.8587951,85.93961016,8.648553966,21.16354477,-0.129287127,0,17988.30969,0.150370915,0,0.929673971,0.007723222,0,0,0.931801343,0
1934,4.213575954,0.15202423,34.519287,0.91252255,1.6505883,0,0,0,0,108.91202,0,4272.3774,95.74215728,527.2293171,0,0,0.60639434,0,0,0,7.47E-06,8.78E-04,0,7.15E-04,0,0,1.495312745,17.03033904,89.35116805,9.161286692,21.85465916,-0.130556229,0,19839.67398,0.186131287,0,1.00727891,0.007723374,0,0,0.920029755,0
1935,4.237258634,0.22028466,40.132859,1.3303298,1.6675173,0,0,0,0,109.70014,0,4272.1486,97.72690944,527.9995465,0,0,0.97427321,0,0,0,7.50E-06,9.54E-04,0,7.19E-04,0,0,1.495027604,17.01230382,89.3773472,9.399783296,21.70585685,-0.131825331,0,21374.47252,0.185863535,0,1.057599179,0.007723023,0,0,0.918684315,0
1936,4.400697425,0.28820401,42.33712,1.7570203,1.6844464,0,0,0,0,110.56758,0,4275.9063,101.035198,547.5884739,0,0,1.0455299,0,0,0,7.55E-06,0.001037276,0,7.24E-04,0,0,1.543319358,17.34246231,92.92167545,10.01773582,22.330167,-0.133094433,0,22923.16732,0.185592518,0,1.156888609,0.007723846,0,0,0.927069389,0
1937,4.407490694,0.34372195,44.188471,2.1186454,1.7013755,0.006390022,0,0,0,111.3625,0,4275.9946,103.3965044,547.0447228,0,0,1.1131878,0,0,0,7.58E-06,0.001127477,0,7.28E-04,0,0,1.558546872,17.42430446,92.74048984,10.34842805,22.00993677,-0.134363535,0,24659.7957,0.185318258,0,1.234642259,0.00772185,0,0,0.904516492,0
1938,4.258278317,0.39883954,49.06474,2.4891541,1.7183047,0.1328808,0,0,0,112.0603,0,4271.2734,103.5784178,530.2838568,0,0,1.185033,0,0,0,7.61E-06,0.001225424,0,7.31E-04,0,0,1.570371642,17.40341643,90.27358807,9.926665833,21.37699527,-0.135632637,0,22930.09195,0.185040737,0,1.163953647,0.007728553,0,0,0.907321542,0
1939,4.393727249,0.43390074,56.683054,2.745053,1.7352338,0.68779311,0,0,0,112.8293,0,4270.1197,106.2890806,548.5319372,0,0,1.2571398,0,0,0,7.64E-06,0.001332062,0,7.35E-04,0,0,1.632188586,17.667966,93.70796152,10.46264946,22.10109569,-0.136901738,0,24488.78552,0.184759911,0,1.227190527,0.11813875,0,0,0.905880028,0
1940,4.417893874,0.50172554,67.980741,3.2190952,1.7521629,1.4928916,0,0,0,113.75015,0,4276.3916,108.3668439,544.5701559,0,0,1.3304594,0,0,0,7.69E-06,0.001448183,0,7.41E-04,0,0,1.65583242,17.61702616,92.7339372,10.85646882,21.63671014,-0.1379369,0,26974.10626,0.184475834,0,1.354939869,0.21814961,0,0,0.893463629,0
1941,4.462288414,0.64957282,81.740279,4.2240743,1.769092,2.2339929,0,0,0,114.54353,0,4282.9257,111.2366849,547.9868578,0,0,1.4028748,0,0,0,7.73E-06,0.00157415,0,7.45E-04,0,0,1.695194045,17.71644486,93.13283264,11.06875454,21.50902188,-0.138601662,0,28016.84456,0.184188586,0,1.390061119,0.1951164,0,0,0.876081403,0
1942,4.552400891,0.84353078,95.021136,5.585489,1.7860212,2.976471,0,0,0.19841173,115.26991,0,4303.7401,113.3249763,555.9254875,0,0,1.4745564,0,0,0,7.76E-06,0.001710955,0,7.48E-04,0,0,1.741445014,17.88434862,94.56708567,11.12622123,22.07111521,-0.139266423,0,28644.03709,0.183898094,0,1.394208424,0.16898031,0,0,0.897314522,0
1943,4.580083261,0.80476688,89.521615,5.4576739,1.8029502,3.7199961,0,0.056451758,4.3053247,116.04761,0,4331.4951,116.4477933,557.4343331,0,0,1.5467027,0,0,0,7.79E-06,0.001859737,0,7.52E-04,0,0,1.777414711,17.90057161,94.82472116,11.45325405,21.8618613,-0.139931185,0,29063.27395,0.183604376,0,1.441209546,0.14684461,0,0,0.892124843,0
1944,4.590364417,0.41764093,72.694302,2.9606569,1.8198794,4.4638059,0,0.97266311,16.545617,116.85265,0,4354.745,120.0113814,565.4543777,0,0,1.6191675,0,0,0,7.83E-06,0.002021507,0,7.56E-04,0,0,1.831916389,18.12593208,96.72268774,11.80457038,22.01280843,-0.140595946,0,28262.50314,0.183307382,0,1.427604827,0.11439264,0,0,0.898318952,0
1945,4.368543356,0.20111842,68.369262,1.5076942,1.8368084,5.2077233,0,3.4593405,24.846154,117.6118,0,4376.5008,119.8321843,557.5430111,0,0,1.69101,0,0,0,7.86E-06,0.002197258,0,7.60E-04,0,0,1.855441604,18.18906802,95.84780597,11.50872828,21.59410941,-0.141260708,0,24469.41076,0.183007129,0,1.205946798,0.080798572,0,0,0.898822172,0
1946,4.344965664,0.27970458,74.717234,2.0726649,1.8537378,5.9856104,0,4.9404679,24.839378,118.39896,0,4399.6117,122.7905529,549.3746572,0,0,1.7631908,0,0,0,7.89E-06,0.002388349,0,7.64E-04,0,0,1.886220995,18.32951703,94.07067703,11.51216759,21.23118272,-0.141925469,0,23880.94527,0.182703595,0,1.272905649,0.064300427,0,0,0.982947007,0
1947,4.380282603,0.34838359,84.081746,2.6369074,1.8706665,6.4443541,0,4.8390374,24.982371,119.2973,0,4428.0553,128.1527486,555.5623487,0,0,1.8372679,0,0,0,7.94E-06,0.002596315,0,7.69E-04,0,0,1.952079625,18.56270829,95.5063968,12.17495582,21.1307204,-0.142590231,0.003372839,26348.89153,0.182396816,0,1.410919098,0.046731228,0,0,1.013635265,0
1948,4.494467515,0.33316898,90.670686,2.6243892,1.8875961,6.6649072,0,4.8563661,24.987103,120.08364,0,4451.0369,132.9400872,576.4254943,0,0,1.966277,0,0,0,7.98E-06,0.003327672,0,7.73E-04,0,0,2.028147564,18.97285394,99.60629438,12.92113354,21.59938395,-0.143254992,0.023611977,27389.27301,0.182086799,0,1.491754832,0.020169381,0,0,1.021788966,0
1949,4.407582256,0.31424196,91.962416,2.5926444,1.8955033,7.1640705,0,5.561141,27.295461,120.70601,0,4466.7618,136.3099535,576.2040365,0,0,1.6426278,0,0,0,7.99E-06,0.02463759,0,7.75E-04,0,0,2.086353347,19.5023539,100.7126077,12.61610326,22.00870958,-0.143919754,0.063741035,26699.68758,0.181773502,0,1.466303616,-0.001578436,0,0,1.032229109,0
1950,4.589355875,0.32876887,78.580053,2.8441101,1.9897329,7.4706053,0,8.1460574,32.673745,121.62274,0,4499.2896,141.5390941,602.3249552,0,0,1.0661465,0,0,0,8.05E-06,0.10531435,0,7.81E-04,0,0,2.205010078,20.16467097,105.8643763,13.75332398,23.01508612,-0.144584515,0.16053368,28558.01089,0.181456963,0,1.592370169,2.43E-04,0,0,1.04543439,0
1951,4.419568175,0.33222262,70.47669,3.0430784,2.1685287,7.5542237,0,12.050138,36.815853,122.51807,0.014330518,4529.1876,144.0685378,574.3029932,0,0,1.0527789,0,0,0,8.09E-06,0.2343219,0,7.85E-04,0,0,2.235701714,20.27263222,100.8530708,13.8350965,21.23008816,-0.147107689,0.23983988,30251.93822,0.181137119,0,1.712314428,0.001166432,0,0,1.263788462,0
