; default emissions and input from SSP245 these are Hector inputs not provided by GCAM and do not vary with scenario,,,,,,,,,,,,,,,,,,,,
; commit eb2b79f43a291af,,,,,,,,,,,,,,,,,,,,
; date Tue Sep  2 11:44:20 2025,,,,,,,,,,,,,,,,,,,,
; UNITS:, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Tg CH4, Gg, Gg, Gg, Gg, Tg N, W/m2, W/m2, Gg, Gg, Gg
Date,CCl4_emissions,CFC113_emissions,CFC114_emissions,CFC115_emissions,CFC11_emissions,CFC12_emissions,CH3Br_emissions,CH3CCl3_emissions,CH3Cl_emissions,CH4N,HCFC141b_emissions,HCFC142b_emissions,HCFC22_emissions,HFC4310_emissions,N2O_natural_emissions,RF_albedo,SV,halon1211_emissions,halon1301_emissions,halon2402_emissions
1893,0.024856862,0,0,0,0,0,104.97994,0,4270.0783,231.2149605,0,0,0,0,9.794241047,-0.074629132,0.186415602,0.007723273,0,0
1894,0.024856862,0,0,0,0,0,104.93101,0,4267.5063,229.1615304,0,0,0,0,9.83543111,-0.075977047,0.192842999,0.007723273,0,0
1895,0.024856862,0,0,0,0,0,104.96751,0,4269.4251,228.3553384,0,0,0,0,9.690883966,-0.077280337,0.193091045,0.007723273,0,0
1896,0.024856862,0,0,0,0,0,104.96751,0,4269.4252,225.3262151,0,0,0,0,9.684326782,-0.078562376,0.193183461,0.007723273,0,0
1897,0.024856862,0,0,0,0,0,104.99693,0,4270.9718,224.737689,0,0,0,0,9.681235744,-0.079844415,0.193224412,0.007723273,0,0
1898,0.02485618,0,0,0,0,0,105.01512,0,4271.9281,228.1135861,0,0,0,0,9.834350926,-0.081126454,0.193244382,0.007723236,0,0
1899,0.024857703,0,0,0,0,0,104.97653,0,4269.8993,228.5430579,0,0,0,0,9.842578922,-0.082408493,0.19325204,0.007723233,0,0
1900,0.024856437,0,0,0,0,0,104.98481,0,4270.3344,228.755673,0,0,0,0,9.907130637,-0.08385969,0.193249677,0.007723268,0,0
1901,0.024857442,0,0,0,0,0,105.04131,0,4273.3046,229.427379,0,0,0,0,10.33988887,-0.085797378,0.193161684,0.007723268,0,0
1902,0.024856062,0,0,0,0,0,105.04898,0,4273.708,231.6391903,0,0,0,0,10.5792111,-0.087735066,0.09059744,0.007723268,0,0
1903,0.024857979,0,0,0,0,0,105.09555,0,4276.1561,232.4514865,0,0,0,0,10.46835049,-0.089672755,-0.708727474,0.007723268,0,0
1904,0.024855289,0,0,0,0,0,105.07939,0,4275.3063,235.8290594,0,0,0,0,10.4532033,-0.091610443,-0.26430884,0.007723268,0,0
1905,0.024859105,0,0,0,0,0,105.08907,0,4275.8152,236.477108,0,0,0,0,10.46750307,-0.093548131,0.077583125,0.007723268,0,0
1906,0.024853655,0,0,0,0,0,105.10645,0,4276.7286,238.0175748,0,0,0,0,10.55070315,-0.095455511,0.174940429,0.007723268,0,0
1907,0.025812945,0,0,0,0,0,105.14627,0,4278.822,238.5215831,0,0,0,0,10.73139972,-0.09692403,0.06203162,0.007723268,0,0
1908,0.029231937,0,0,0,0,0,105.12414,0,4277.6586,236.5003553,0,0,0,0,10.76010983,-0.09839255,0.125774211,0.007723268,0,0
1909,0.765086,0,0,0,0,0,105.16533,0,4279.824,238.4327941,0,0,0,0,10.86793826,-0.099861069,0.191777551,0.007723268,0,0
1910,1.0366888,0,0,0,0,0,105.14442,0,4278.7248,238.5491173,0,0,0,0,11.09605526,-0.101265035,0.191590191,0.007723268,0,0
1911,0.55672031,0,0,0,0,0,105.20214,0,4281.7592,237.7418243,0,0,0,0,10.59000493,-0.102400122,0.191399622,0.007723268,0,0
1912,1.3372385,0,0,0,0,0,105.23472,0,4283.4718,236.7821124,0,0,0,0,10.79641238,-0.103535208,-0.248308447,0.007723268,0,0
1913,2.7874772,0,0,0,0,0,105.25437,0,4284.5046,231.6833968,0,0,0,0,10.83241791,-0.104670294,-0.309431692,0.007723268,0,0
1914,4.5655912,0,0,0,0,0,105.19867,0,4281.5767,231.1460563,0,0,0,0,10.74279577,-0.10580538,0.020398445,0.007723268,0,0
1915,6.2098372,0,0,0,0,0,105.2716,0,4285.4105,233.3251207,0,0,0,0,10.43660743,-0.106940466,0.164137539,0.007723268,0,0
1916,5.9968917,0,0,0,0,0,105.29863,0,4286.831,244.2946574,0,0,0,0,10.60104211,-0.108075552,0.189221758,0.007723268,0,0
1917,5.1585271,0,0,0,0,0,105.37275,0,4290.7275,239.5243974,0,0,0,0,10.05153999,-0.109210638,0.190183188,0.007723268,0,0
1918,4.2721672,0,0,0,0,0,105.37311,0,4290.7462,244.3663721,0,0,0,0,9.362583348,-0.110345724,0.189976312,0.007723268,0,0
1919,3.196035,0,0,0,0,0,105.33647,0,4288.8202,248.834869,0,0,0,0,9.502174143,-0.111519715,0.189760102,0.007723268,0,0
1920,4.0059497,0,0,0,0,0,105.40157,0,4292.2427,248.4687327,0,0,0,0,9.661244035,-0.112788815,0.189540707,0.007723268,0,0
1921,6.3575755,0,0,0,0,0,105.42979,0,4293.7261,250.8657585,0,0,0,0,9.762216984,-0.114057916,0.189318112,0.007723268,0,0
1922,7.5196689,0,0,0,0,0,105.47367,0,4296.0327,250.7592669,0,0,0,0,10.51209726,-0.115327016,0.087704577,0.007723268,0,0
1923,8.1995609,0,0,0,0,0,105.54539,0,4299.8026,246.3892006,0,0,0,0,9.769694609,-0.116596117,0.120937834,0.007723268,0,0
1924,10.064032,0,0,0,0,0,105.55899,0,4300.5175,242.8692445,0,0,0,0,9.298411371,-0.117865217,0.188631211,0.007723268,0,0
1925,9.887985,0,0,0,0,0,105.60265,0,4302.8128,238.6252422,0,0,0,0,9.241011662,-0.119134318,0.188395742,0.007723268,0,0
1926,10.020584,0,0,0,0,0,105.65209,0,4305.4116,235.7661024,0,0,0,0,9.246812953,-0.120403418,0.188157062,0.007723268,0,0
1927,13.691728,0,0,0,0,0,105.65063,0,4305.3352,235.2719055,0,0,0,0,9.446313579,-0.121672519,0.187915087,0.007723268,0,0
1928,16.914307,0.020814729,0,0,0,0,105.59392,0,4302.3537,242.1849209,0,0,0,0,9.249536537,-0.122941619,0.163268495,0.007723269,0,0
1929,19.38339,0.33502494,0,0,0,0,105.60372,0,4297.9849,244.1246582,0,0,0,0,9.171450985,-0.12421072,0.008459436,0.007723266,0,0
1930,20.571834,1.1701026,0,0,0,0,105.91829,0,4287.8382,244.2043602,0,0,0,0,9.879512846,-0.125479822,0.179911958,0.007723273,0,0
1931,21.232329,1.6600329,0,0,0,0,106.6887,0,4282.6938,243.6192111,0,0,0,0,9.450369606,-0.126748923,0.186915284,0.007723259,0,0
1932,23.837144,1.6167368,0,0,0,0,107.41813,0,4276.7559,242.6978332,0,0,0.005764349,0,9.706644955,-0.128018025,0.042542621,0.007723289,0,0
1933,28.120028,1.6336582,0,0,0,0,108.09758,0,4271.2585,242.0595258,0,0,0.14482802,0,9.422638549,-0.129287127,0.150370915,0.007723222,0,0
1934,34.519287,1.6505883,0,0,0,0,108.91202,0,4272.3774,241.9970511,0,0,0.60639434,0,9.542019562,-0.130556229,0.186131287,0.007723374,0,0
1935,40.132859,1.6675173,0,0,0,0,109.70014,0,4272.1486,241.7270259,0,0,0.97427321,0,9.690599903,-0.131825331,0.185863535,0.007723023,0,0
1936,42.33712,1.6844464,0,0,0,0,110.56758,0,4275.9063,238.3008064,0,0,1.0455299,0,9.893021914,-0.133094433,0.185592518,0.007723846,0,0
1937,44.188471,1.7013755,0.006390022,0,0,0,111.3625,0,4275.9946,236.8752962,0,0,1.1131878,0,10.0620132,-0.134363535,0.185318258,0.00772185,0,0
1938,49.06474,1.7183047,0.1328808,0,0,0,112.0603,0,4271.2734,237.0918562,0,0,1.185033,0,9.798529162,-0.135632637,0.185040737,0.007728553,0,0
1939,56.683054,1.7352338,0.68779311,0,0,0,112.8293,0,4270.1197,241.0202532,0,0,1.2571398,0,9.955394957,-0.136901738,0.184759911,0.11813875,0,0
1940,67.980741,1.7521629,1.4928916,0,0,0,113.75015,0,4276.3916,232.7953851,0,0,1.3304594,0,9.987593337,-0.1379369,0.184475834,0.21814961,0,0
1941,81.740279,1.769092,2.2339929,0,0,0,114.54353,0,4282.9257,230.661654,0,0,1.4028748,0,10.0902699,-0.138601662,0.184188586,0.1951164,0,0
1942,95.021136,1.7860212,2.976471,0,0,0.19841173,115.26991,0,4303.7401,234.040495,0,0,1.4745564,0,11.83606942,-0.139266423,0.183898094,0.16898031,0,0
1943,89.521615,1.8029502,3.7199961,0,0.056451758,4.3053247,116.04761,0,4331.4951,231.3422538,0,0,1.5467027,0,9.771480581,-0.139931185,0.183604376,0.14684461,0,0
1944,72.694302,1.8198794,4.4638059,0,0.97266311,16.545617,116.85265,0,4354.745,226.5885666,0,0,1.6191675,0,9.794836979,-0.140595946,0.183307382,0.11439264,0,0
1945,68.369262,1.8368084,5.2077233,0,3.4593405,24.846154,117.6118,0,4376.5008,225.8802634,0,0,1.69101,0,9.643420428,-0.141260708,0.183007129,0.080798572,0,0
1946,74.717234,1.8537378,5.9856104,0,4.9404679,24.839378,118.39896,0,4399.6117,227.4217327,0,0,1.7631908,0,9.028840141,-0.141925469,0.182703595,0.064300427,0,0
1947,84.081746,1.8706665,6.4443541,0,4.8390374,24.982371,119.2973,0,4428.0553,228.7145932,0,0,1.8372679,0,8.769022254,-0.142590231,0.182396816,0.046731228,0,0
1948,90.670686,1.8875961,6.6649072,0,4.8563661,24.987103,120.08364,0,4451.0369,225.7344285,0,0,1.966277,0,8.69831029,-0.143254992,0.182086799,0.020169381,0,0
1949,91.962416,1.8955033,7.1640705,0,5.561141,27.295461,120.70601,0,4466.7618,218.9603584,0,0,1.6426278,0,9.056657937,-0.143919754,0.181773502,-0.001578436,0,0
1950,78.580053,1.9897329,7.4706053,0,8.1460574,32.673745,121.62274,0,4499.2896,212.6316301,0,0,1.0661465,0,8.935797453,-0.144584515,0.181456963,2.43E-04,0,0
1951,70.47669,2.1685287,7.5542237,0,12.050138,36.815853,122.51807,0.014330518,4529.1876,216.6709757,0,0,1.0527789,0,9.057218785,-0.147107689,0.181137119,0.001166432,0,0
1952,76.508762,2.4120426,7.6734014,0,16.078842,40.441283,123.26435,0.21725302,4558.7052,215.5238171,0,0,1.4414744,0,9.647836978,-0.149759207,0.180814011,-0.002030065,0,0
1953,81.681224,2.8478934,7.7034458,0,20.201055,45.581432,124.06078,1.3575508,4600.7084,223.7625353,0,0,2.100408,0,9.122150037,-0.152410725,0.180487675,-2.28E-04,0,0
1954,86.86347,3.2763156,7.760213,0,25.212381,51.892411,124.75392,3.6198833,4629.2231,228.7665519,0,0,2.8888848,0,9.43792957,-0.155062243,0.180158046,-0.004070821,0,0
1955,91.980019,3.6788015,7.6370702,0,30.727319,59.871881,125.74327,6.4848679,4666.3367,230.8762245,0,0,3.5564777,0,9.566982482,-0.157713761,0.179825169,0.001049355,0,0
1956,97.008491,4.2759912,7.5430316,0,33.546756,66.950489,126.58168,9.1561662,4699.2729,232.8531579,0,0,4.5322658,0,9.382050157,-0.160365279,0.179489006,0.006640162,0,0
1957,102.11597,4.9612019,7.3765313,0,32.871446,72.204141,127.41838,11.488509,4733.2024,230.6816615,0,0,5.9875108,0,9.05690292,-0.163016797,0.179149521,0.004342369,0,0
1958,107.206,5.6330503,6.9087313,0,34.746284,80.925329,128.42262,14.781202,4771.3965,224.5466425,0,0,7.120204,0,8.776287202,-0.165668315,0.178806754,0.002605294,1.53E-05,1.55E-04
1959,112.29185,6.3880226,6.8760458,0,43.506257,93.983467,129.47587,18.063698,4808.726,216.5568272,0,0,8.0253807,0,9.096290628,-0.168319833,0.178460757,8.68E-04,1.22E-04,0.001246036
1960,117.2597,7.3201718,7.2392631,0,56.281481,107.5417,130.53321,21.750437,4847.0424,205.9721135,0,0,9.5885732,0,8.913988195,-0.169716988,0.178111464,-8.68E-04,2.31E-04,0.002375087
1961,121.58986,8.4287849,7.4514735,0.001861801,70.618557,123.80387,131.26152,27.278298,4864.0212,195.5759171,0,0,11.884386,0,8.979008768,-0.170424058,0.174842591,-0.002605324,2.49E-04,0.003546415
1962,125.71015,9.6127678,7.5805279,0.045181371,86.214551,144.89716,132.4011,32.049021,4895.6486,218.4794796,0,0,14.500089,0,9.047745269,-0.171131128,0.018878478,-0.004342521,2.53E-04,0.004920676
1963,128.88013,10.949721,7.9110854,0.24720738,101.83231,167.67883,132.99126,37.52532,4904.2354,222.5965374,0,0,17.280228,0,8.940307072,-0.171838199,-0.715813972,-0.007869931,3.52E-04,0.005972759
1964,129.76929,12.657214,8.4778946,0.46848862,116.30072,189.8766,134.07707,49.914046,4933.087,224.1033339,0,0,20.771971,0,8.868742178,-0.172545269,-0.620300396,-7.60E-04,0.001030371,0.033580017
1965,129.69213,14.528257,9.0358315,0.58010695,130.83984,213.3919,135.19804,70.507935,4953.0596,212.6625122,0,0,25.0603,0,9.03083903,-0.173252339,-0.29272932,0.015948649,0.002140689,0.11324642
1966,129.70542,16.547774,9.5008952,0.77191369,147.99606,240.15802,136.46754,94.258765,4976.4474,205.5681596,0,0,30.477075,0,8.917284945,-0.173959409,0.116909652,0.069786165,0.003103097,0.20275693
1967,129.68847,18.918172,9.9208119,1.0373,169.42177,269.58286,137.66763,116.32544,4995.4184,205.6490818,0,0,36.036945,0,8.890734234,-0.174666479,-0.076337447,0.24404072,0.003754249,0.26151045
1968,129.73308,21.713594,10.295172,1.3673824,195.13757,299.71437,139.24379,133.08156,5029.5667,220.8939427,0,0.009237978,40.359034,0,8.874291328,-0.175373549,0.001120993,0.44305972,0.005543179,0.29037411
1969,129.76058,24.938178,10.638634,1.7120901,220.72612,327.55328,140.05867,146.61896,5026.2804,219.8416729,0,0.18322115,44.144508,0,8.79706138,-0.176080619,0.074859218,0.55613635,0.03648951,0.30862539
1970,129.69302,28.576904,11.00827,1.8909658,245.38621,354.60102,141.52757,173.56366,5048.3132,224.3673219,0,0.60795801,49.037394,0,8.725679868,-0.176787689,0.078910079,0.64373178,0.11813403,0.34789664
1971,129.60227,32.729139,11.452529,2.1402118,276.44309,387.53989,143.1196,217.72405,5067.5026,224.0276395,0,0.8564576,55.790888,0,8.607488365,-0.177492633,-0.03213341,0.78786166,0.2232129,0.40686343
1972,129.65777,37.465523,11.97792,2.5517628,314.22879,427.68026,144.52172,267.60333,5079.1924,213.7129415,0,0.87667663,61.456633,0,8.583177122,-0.178133664,0.049119654,1.0951867,0.31882408,0.4721474
1973,129.79157,42.979262,12.585161,2.92937,338.0693,454.71123,146.54158,301.85553,5118.3195,207.3852633,0,0.82240702,65.420113,0,8.540991915,-0.178774696,0.155228831,1.5930673,0.39726303,0.54390644
1974,129.76026,49.247959,13.447442,3.5184015,340.6055,453.22872,147.80664,327.35544,5113.8208,209.7496306,0,0.76119143,71.666995,0,8.507314271,-0.179415727,0.102790661,2.1806547,0.67241083,0.65809554
1975,129.65616,57.565811,14.538442,4.2176868,337.71465,440.16522,148.91662,384.99818,5104.4298,217.871717,0,0.80304672,79.153904,0,8.421370962,-0.180056758,-0.204969017,2.8018363,1.2682709,0.8287437
1976,129.63321,57.24638,15.386466,4.743647,329.27602,426.10768,150.23158,475.43135,5104.2152,221.9998681,0,0.82394648,92.664426,0,8.458582757,-0.18069779,0.042795931,3.4107057,1.8435573,0.98712807
1977,129.63647,55.875241,15.71703,5.1782548,306.11158,404.2283,152.04264,533.0325,5117.6518,226.712064,0,0.93269902,109.06413,0,8.431596904,-0.181338821,0.128454013,3.8826089,2.1420878,1.0852977
1978,130.48849,72.245349,15.529417,5.5214166,278.45958,383.9896,153.91731,529.79652,5132.0601,231.7404145,0,1.277913,112.78031,0,8.485978388,-0.181979852,0.150663548,4.2701212,2.1599238,1.1209157
1979,128.37989,94.634628,14.991238,6.1020639,271.13342,394.80033,155.58904,518.50501,5138.651,232.6580683,0,1.7595655,113.22088,0,9.057968251,-0.182620884,0.14731143,4.6513697,2.0579417,1.1328091
1980,125.08456,120.23426,14.760861,7.2362595,276.09356,398.43779,157.04196,513.02719,5131.8984,236.3617277,0,2.0330453,118.29604,8.17E-05,9.948043857,-0.183261915,0.109190157,5.1129913,2.1545661,1.1562096
1981,126.52811,128.45086,13.920115,8.6372447,271.00597,403.07178,158.51506,516.86109,5123.4643,241.7775527,0,1.96562,122.37567,6.97E-04,11.53574142,-0.183902946,0.075737275,6.0090215,2.4863888,1.1742814
1982,129.38621,128.57689,13.885459,9.2748324,277.72577,391.79861,159.18065,532.93449,5083.3728,226.9720869,0,1.6573364,125.26367,0.001578501,8.70877932,-0.184563462,-0.15641584,6.4693449,3.0131287,1.352411
1983,130.75989,150.74703,15.564841,9.057039,353.29433,385.70972,160.09109,547.19948,5047.3484,236.9718393,0,1.3378778,129.4055,0.002017846,9.170179606,-0.185305135,-0.677594526,6.0034055,3.8198142,1.378774
1984,134.9934,167.86607,17.177696,10.537606,352.61795,438.30954,162.15076,546.6524,5054.1956,232.1709625,0,1.2391705,137.14097,0.004307161,8.608163989,-0.186046808,-0.228907835,6.3412338,4.7987259,1.1329507
1985,138.44665,191.20489,18.042992,12.093107,321.80334,487.46531,164.43684,559.24581,5072.7864,234.770646,0,1.4290266,148.48134,0.012966035,10.30280498,-0.186788481,-0.011715701,7.6862714,5.5359652,1.1864916
1986,134.66824,226.48099,17.343175,11.156209,363.19165,561.19711,166.53505,605.54478,5079.9439,235.2178546,0,2.1480617,163.26271,0.028102657,6.839158668,-0.187530153,-1.47E-04,8.6199267,5.6626388,1.453026
1987,140.05915,234.71551,15.986362,11.176584,377.17492,543.59326,168.70781,636.85035,5087.8651,233.242745,0.001157823,3.2631248,177.25124,0.044783508,9.242639971,-0.188271826,0.062169756,9.1692428,5.2412687,1.7364871
1988,134.89421,225.34631,14.052169,12.063592,324.40759,433.01446,171.54521,645.54402,5119.7697,231.6439136,0.34924766,5.2661192,185.3279,0.060567348,10.95191862,-0.189013499,0.110247934,10.094657,4.7030971,1.770198
1989,105.50252,212.83728,10.119863,11.292045,246.46809,357.7641,174.22363,713.52261,5139.3872,235.3158505,0.72136249,10.730464,189.56819,0.076147787,10.26013774,-0.189755172,0.142615462,10.904862,4.3864096,1.6702493
1990,86.426532,176.8456,7.0905085,10.591201,208.25652,333.97703,176.36773,658.40311,5137.248,231.0431142,1.5203264,17.768055,192.30881,0.091767095,9.078899622,-0.190496845,0.140795312,10.051338,4.2741531,1.7373255
1991,85.142226,120.64491,6.9542228,10.775591,159.81289,286.27307,177.30503,474.47964,5089.9323,206.4951753,6.9394223,22.06288,185.52075,0.10715402,8.463138535,-0.190962841,-0.414818578,9.6580528,4.1585749,1.6735462
1992,85.437279,74.361852,5.3089984,10.120439,106.91739,227.43518,179.3441,361.04368,5056.1355,245.7646847,22.26499,24.233416,194.061,0.12273589,7.41864639,-0.191297551,-1.683576748,10.784362,3.8127392,1.4631107
1993,84.458339,50.567396,3.463778,8.6771649,84.3251,231.9618,179.76429,256.33383,5078.4684,221.0858208,34.33223,22.551362,208.33854,0.13825367,8.336106134,-0.19163226,-0.817084404,11.612337,3.3180441,1.2514505
1994,86.05046,37.565451,4.6095776,8.163643,85.893495,238.58315,178.03958,159.08791,5003.2837,213.879313,45.287421,24.423112,237.88968,0.15358509,8.567798328,-0.19196697,-0.081385008,11.303115,2.9604627,1.1962062
1995,80.480245,23.473127,5.7076242,7.6747577,86.264975,210.72453,180.13151,95.783763,5016.3948,236.5210966,51.095458,27.59918,230.3453,0.16982122,9.720474675,-0.192301679,0.085307721,11.011358,2.8923304,1.0842597
1996,75.256035,13.005309,4.6522227,5.5242189,85.278741,170.78176,183.444,59.514335,5297.7083,224.2787296,53.568363,26.00128,224.86947,0.23841137,9.497888778,-0.192636389,0.145692226,10.510994,2.8654227,0.84755661
1997,75.489912,10.398164,3.7691062,3.4559389,86.341446,160.63531,180.149,29.550907,5288.9251,177.8329227,55.763481,29.370536,240.5221,0.31501343,9.193715361,-0.192971099,0.166902489,9.8242768,2.8566852,0.76826308
1998,72.916263,12.992477,3.9615346,2.9318362,86.348141,156.67666,176.1082,23.412636,5175.5355,233.5192905,55.956781,28.471196,234.46613,0.38665542,10.50448156,-0.193305808,0.171092583,10.323837,2.701239,0.76943857
1999,72.96355,14.054175,3.9749853,3.1538842,82.703538,140.42544,168.37661,18.420173,5112.4264,238.0327471,58.338707,25.741051,252.31636,0.49435229,10.63774343,-0.193640518,0.17324185,10.262658,2.1509855,0.7706312
2000,72.651408,9.4043884,3.9867142,2.3476518,76.330076,122.76605,165.25876,19.471227,5074.2696,226.1969697,56.341686,25.730152,263.60627,0.57423278,9.454893558,-0.193975227,0.174582417,9.4801348,1.9694412,0.77151922
2001,70.656969,5.9590471,3.2771364,1.1600545,68.271466,111.64066,165.599,19.806901,5094.2258,217.2952649,56.368781,24.490463,261.60586,0.63867332,8.825513968,-0.194309937,0.170843036,8.8337936,2.3248261,0.74608572
2002,70.456674,3.1513602,2.420559,0.95011524,63.484809,101.90454,161.14055,12.302716,5096.5932,211.147264,50.843174,25.156097,270.32175,0.73327062,9.068638293,-0.194644646,0.176522258,8.3685909,2.2797577,0.67660085
2003,69.839024,5.7693016,1.7336337,0.74505988,62.277955,97.844828,158.92828,10.122917,5113.7538,219.7057444,44.441172,25.070909,287.30923,0.85366012,8.740010113,-0.194979356,0.165150043,8.0831154,2.0262772,0.60195554
2004,66.998563,9.216749,1.4729969,0.75667708,60.966802,87.654103,156.21655,9.7469995,5141.4447,205.3447689,49.135801,28.554887,307.57676,0.97410928,8.987769232,-0.195314066,0.171903289,7.5267646,2.1192661,0.55294607
2005,63.195607,4.6297025,1.8139658,0.58070615,60.331179,71.956593,154.12291,7.5405195,5209.9819,196.903354,53.955471,33.447493,329.52471,1.0845927,9.57965765,-0.195648775,0.149807853,6.9433284,1.8947828,0.46971744
2006,60.048081,0.6450641,1.7510311,0.58710647,63.037203,65.575271,152.41471,9.3190485,5272.2746,193.8153643,51.911598,36.489809,346.30497,1.1852524,9.04703193,-0.195983485,0.124554113,6.3118449,1.5902358,0.43579597
2007,57.257154,4.5089203,1.5545493,0.78280059,64.737513,61.623755,147.28895,9.6981304,5250.6823,227.5048494,49.953532,37.109679,357.26506,1.2649376,9.908492222,-0.196318194,0.121419389,5.7707437,1.7021554,0.59162888
2008,56.837697,8.3395339,1.9164483,0.45696793,63.060877,57.108479,144.47281,6.337645,5191.6855,227.7439504,54.881457,33.091627,362.72449,1.3164863,8.990745049,-0.196652904,0.133277034,5.5737514,1.6171325,0.63840472
2009,55.355253,5.7877004,1.6755174,0.3835494,60.065148,54.788238,144.24254,3.7694324,5145.2658,218.6661579,61.506343,32.081369,366.5558,1.4335012,9.662527912,-0.196987614,0.106684212,5.2570896,1.7272846,0.47723148
2010,56.090865,4.4070317,1.4644148,0.65896445,58.86009,52.271203,142.6745,2.4614781,5179.9719,211.082539,65.209531,29.851794,361.74691,1.3375544,10.28302311,-0.197322323,0.137987555,4.8975548,1.8511656,0.39655186
2011,57.565927,4.6237938,2.0468287,0.85601742,62.415615,52.120722,140.42156,3.0036158,5252.9333,212.6421357,67.690592,28.645628,366.94427,1.1291345,9.586678944,-0.197657033,0.109056913,4.3361773,2.096153,0.39105944
2012,59.464919,5.4529267,2.0520518,0.7168607,70.235225,53.35878,136.71475,3.0096674,5232.3317,203.1652467,63.311547,25.468261,356.29002,0.98551995,9.832796783,-0.197991742,0.138675181,3.8379813,1.7328717,0.41594871
2013,62.512861,6.5167934,1.9408617,0.61330322,75.740842,54.819887,133.39273,1.8384424,5231.2321,207.7511862,59.817791,19.467118,342.89828,0.87225171,10.62540757,-0.198326452,0.157671543,3.5745493,0.96258078,0.44442215
2014,53.5475,2.8024,1.6696,1.114899,54.9365,28.9612,133.6791,1.2625,5358.4982,204.4074321,59.82,22.47,358.8813,1.1516,9.699279763,-0.198661162,0.139778363,3.481,1.2299,0.3854
2015,47.5476,0.8742,1.6696,1.6714,43.5734,14.6096,133.823,0,5404.8069,200.4094927,59.82,22.47,358.8813,1.1516,9.270190005,-0.198995871,0.125800527,3.2933,1.3378,0.3481
2016,45.01716,0.78156,1.515231454,1.61422146,41.88082,12.88774,133.77542,0,5402.94348,214.5978891,60.8428786,21.9901556,351.625206,1.1829135,9.619531632,-0.199330581,0.111822691,3.07158,1.29166,0.33428
2017,42.48672,0.68892,1.360862908,1.55704292,40.18824,11.16588,133.72784,0,5401.08006,206.3271455,61.8657572,21.5103112,344.369112,1.214227,10.73388203,-0.19966529,0.097844854,2.84986,1.24552,0.32046
2018,39.95628,0.59628,1.206494362,1.49986438,38.49566,9.44402,133.68026,0,5399.21664,204.9270498,62.8886358,21.0304668,337.113018,1.2455405,9.619861448,-0.2,0.083867018,2.62814,1.19938,0.30664
2019,37.42584,0.50364,1.052125816,1.44268584,36.80308,7.72216,133.63268,0,5397.35322,194.2625927,63.9115144,20.5506224,329.856924,1.276854,10.84793987,-0.200955883,0.069889182,2.40642,1.15324,0.29282
2020,34.8954,0.411,0.89775727,1.3855073,35.1105,6.0003,133.5851,0,5395.4898,214.7536461,64.934393,20.070778,322.60083,1.3081675,11.08044087,-0.201896862,0.055911345,2.1847,1.1071,0.279
2021,33.28538,0.37899,0.833926213,1.342148655,33.87909,5.50149,133.57155,0,5394.95176,213.7909404,63.8401921,19.2265454,304.67177,1.254602996,11.55802179,-0.202826926,0.041933509,2.06237,1.07222,0.26903
2022,31.67536,0.34698,0.770095156,1.29879001,32.64768,5.00268,133.558,0,5394.41372,228.5916403,62.7459912,18.3823128,286.74271,1.201038492,9.948285681,-0.203746076,0.027955673,1.94004,1.03734,0.25906
2023,30.06534,0.31497,0.706264099,1.255431365,31.41627,4.50387,133.54445,0,5393.87568,208.4531147,61.6517903,17.5380802,268.81365,1.147473988,9.948285681,-0.204654312,0.013977836,1.81771,1.00246,0.24909
2024,28.45532,0.28296,0.642433042,1.21207272,30.18486,4.00506,133.5309,0,5393.33764,208.4531147,60.5575894,16.6938476,250.88459,1.093909484,9.948285681,-0.205551635,0,1.69538,0.96758,0.23912
2025,26.8453,0.25095,0.578601985,1.168714075,28.95345,3.50625,133.51735,0,5392.7996,208.4531147,59.4633885,15.849615,232.95553,1.04034498,9.948285681,-0.206438043,0,1.57305,0.9327,0.22915
2026,25.23528,0.21894,0.514770928,1.12535543,27.72204,3.00744,133.5038,0,5392.26156,208.4531147,58.3691876,15.0053824,215.02647,0.986780476,9.948285681,-0.207313537,0,1.45072,0.89782,0.21918
2027,23.62526,0.18693,0.450939871,1.081996785,26.49063,2.50863,133.49025,0,5391.72352,208.4531147,57.2749867,14.1611498,197.09741,0.933215972,9.948285681,-0.208178117,0,1.32839,0.86294,0.20921
2028,22.01524,0.15492,0.387108814,1.03863814,25.25922,2.00982,133.4767,0,5391.18548,208.4531147,56.1807858,13.3169172,179.16835,0.879651468,9.948285681,-0.209031783,0,1.20606,0.82806,0.19924
2029,20.40522,0.12291,0.323277757,0.995279495,24.02781,1.51101,133.46315,0,5390.64744,208.4531147,55.0865849,12.4726846,161.23929,0.826086964,9.948285681,-0.209874535,0,1.08373,0.79318,0.18927
2030,18.7952,0.0909,0.2594467,0.95192085,22.7964,1.0122,133.4496,0,5390.1094,208.4531147,53.992384,11.628452,143.31023,0.77252246,9.948285681,-0.210706373,0,0.9614,0.7583,0.1793
2031,17.92802,0.08382,0.241007612,0.922171126,21.99688,0.92805,133.29531,0,5384.05172,208.4531147,51.7698,10.82562094,131.008084,0.744561346,9.948285681,-0.211517516,0,0.90757,0.7344,0.1729
2032,17.06084,0.07674,0.222568525,0.892421402,21.19736,0.8439,133.14102,0,5377.99404,208.4531147,49.547216,10.02278988,118.705938,0.716600232,9.948285681,-0.212307963,0,0.85374,0.7105,0.1665
